#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: HLHIL01_01_2003
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20030101 TO 20031231
#LOCATION: Hillarys
#Station Status:  Historical
#Lat: -31.825535  Long: 115.738578
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: Chart Datum     which is   4.895   m below Benchmark   Hamersley   
#National Station ID:   NA
#Site Description: NA
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
00056,20030101.0000/
00054,20030101.0015/
00050,20030101.0030/
00049,20030101.0045/
00043,20030101.0100/
00042,20030101.0115/
00039,20030101.0130/
00036,20030101.0145/
00032,20030101.0200/
00028,20030101.0215/
00026,20030101.0230/
00026,20030101.0245/
00020,20030101.0300/
00022,20030101.0315/
00021,20030101.0330/
00019,20030101.0345/
00019,20030101.0400/
00014,20030101.0415/
00080,20030101.2315/
00077,20030101.2330/
00075,20030101.2345/
00071,20030102.0000/
00068,20030102.0015/
00067,20030102.0030/
00063,20030102.0045/
00059,20030102.0100/
00053,20030102.0115/
00050,20030102.0130/
00049,20030102.0145/
00043,20030102.0200/
00039,20030102.0215/
00040,20030102.0230/
00035,20030102.0245/
00030,20030102.0300/
00026,20030102.0315/
00024,20030102.0330/
00021,20030102.0345/
00018,20030102.0400/
00018,20030102.0415/
00020,20030102.0430/
00016,20030102.0445/
00020,20030102.0500/
00017,20030102.0515/
00016,20030102.0530/
00017,20030102.0545/
00013,20030102.0600/
00012,20030102.0615/
00017,20030102.0630/
00012,20030102.0645/
00014,20030102.0700/
00017,20030102.0715/
00018,20030102.0730/
00021,20030102.0745/
00022,20030102.0800/
00025,20030102.0815/
00029,20030102.0830/
00026,20030102.0845/
00029,20030102.0900/
00033,20030102.0915/
00033,20030102.0930/
00037,20030102.0945/
00037,20030102.1000/
00040,20030102.1015/
00041,20030102.1030/
00044,20030102.1045/
00044,20030102.1100/
00045,20030102.1115/
00047,20030102.1130/
00045,20030102.1145/
00047,20030102.1200/
00050,20030102.1215/
00053,20030102.1230/
00053,20030102.1245/
00054,20030102.1300/
00059,20030102.1315/
00057,20030102.1330/
00056,20030102.1345/
00062,20030102.1400/
00061,20030102.1415/
00064,20030102.1430/
00063,20030102.1445/
00066,20030102.1500/
00069,20030102.1515/
00070,20030102.1530/
00075,20030102.1545/
00076,20030102.1600/
00078,20030102.1615/
00083,20030102.1630/
00085,20030102.1645/
00089,20030102.1700/
00091,20030102.1715/
00091,20030102.1730/
00091,20030102.1745/
00095,20030102.1800/
00095,20030102.1815/
00099,20030102.1830/
00102,20030102.1845/
00101,20030102.1900/
00102,20030102.1915/
00105,20030102.1930/
00103,20030102.1945/
00107,20030102.2000/
00108,20030102.2015/
00107,20030102.2030/
00107,20030102.2045/
00105,20030102.2100/
00102,20030102.2115/
00098,20030102.2130/
00096,20030102.2145/
00097,20030102.2200/
00093,20030102.2215/
00091,20030102.2230/
00092,20030102.2245/
00086,20030102.2300/
00085,20030102.2315/
00083,20030102.2330/
00081,20030102.2345/
00078,20030103.0000/
00075,20030103.0015/
00071,20030103.0030/
00071,20030103.0045/
00063,20030103.0100/
00058,20030103.0115/
00055,20030103.0130/
00055,20030103.0145/
00051,20030103.0200/
00046,20030103.0215/
00040,20030103.0230/
00040,20030103.0245/
00038,20030103.0300/
00032,20030103.0315/
00027,20030103.0330/
00023,20030103.0345/
00023,20030103.0400/
00022,20030103.0415/
00016,20030103.0430/
00018,20030103.0445/
00016,20030103.0500/
00017,20030103.0515/
00018,20030103.0530/
00013,20030103.0545/
00015,20030103.0600/
00014,20030103.0615/
00009,20030103.0630/
00012,20030103.0645/
00016,20030103.0700/
00015,20030103.0715/
00017,20030103.0730/
00014,20030103.0745/
00021,20030103.0800/
00023,20030103.0815/
00022,20030103.0830/
00021,20030103.0845/
00028,20030103.0900/
00031,20030103.0915/
00034,20030103.0930/
00034,20030103.0945/
00039,20030103.1000/
00040,20030103.1015/
00042,20030103.1030/
00044,20030103.1045/
00044,20030103.1100/
00044,20030103.1115/
00047,20030103.1130/
00046,20030103.1145/
00052,20030103.1200/
00051,20030103.1215/
00052,20030103.1230/
00051,20030103.1245/
00055,20030103.1300/
00056,20030103.1315/
00056,20030103.1330/
00057,20030103.1345/
00059,20030103.1400/
00060,20030103.1415/
00066,20030103.1430/
00065,20030103.1445/
00067,20030103.1500/
00069,20030103.1515/
00073,20030103.1530/
00078,20030103.1545/
00080,20030103.1600/
00080,20030103.1615/
00083,20030103.1630/
00085,20030103.1645/
00089,20030103.1700/
00092,20030103.1715/
00092,20030103.1730/
00091,20030103.1745/
00099,20030103.1800/
00102,20030103.1815/
00102,20030103.1830/
00108,20030103.1845/
00110,20030103.1900/
00108,20030103.1915/
00115,20030103.1930/
00117,20030103.1945/
00115,20030103.2000/
00113,20030103.2015/
00117,20030103.2030/
00113,20030103.2045/
00113,20030103.2100/
00114,20030103.2115/
00113,20030103.2130/
00113,20030103.2145/
00118,20030103.2200/
00115,20030103.2215/
00116,20030103.2230/
00115,20030103.2245/
00110,20030103.2300/
00105,20030103.2315/
00103,20030103.2330/
00104,20030103.2345/
00102,20030104.0000/
00101,20030104.0015/
00100,20030104.0030/
00095,20030104.0045/
00093,20030104.0100/
00094,20030104.0115/
00084,20030104.0130/
00079,20030104.0145/
00080,20030104.0200/
00074,20030104.0215/
00073,20030104.0230/
00069,20030104.0245/
00064,20030104.0300/
00061,20030104.0315/
00059,20030104.0330/
00061,20030104.0345/
00054,20030104.0400/
00047,20030104.0415/
00050,20030104.0430/
00047,20030104.0445/
00048,20030104.0500/
00043,20030104.0515/
00044,20030104.0530/
00047,20030104.0545/
00042,20030104.0600/
00038,20030104.0615/
00038,20030104.0630/
00036,20030104.0645/
00035,20030104.0700/
00038,20030104.0715/
00033,20030104.0730/
00037,20030104.0745/
00039,20030104.0800/
00038,20030104.0815/
00039,20030104.0830/
00043,20030104.0845/
00044,20030104.0900/
00043,20030104.0915/
00043,20030104.0930/
00044,20030104.0945/
00048,20030104.1000/
00051,20030104.1015/
00050,20030104.1030/
00052,20030104.1045/
00055,20030104.1100/
00057,20030104.1115/
00058,20030104.1130/
00058,20030104.1145/
00057,20030104.1200/
00059,20030104.1215/
00059,20030104.1230/
00062,20030104.1245/
00061,20030104.1300/
00059,20030104.1315/
00062,20030104.1330/
00064,20030104.1345/
00063,20030104.1400/
00065,20030104.1415/
00066,20030104.1430/
00069,20030104.1445/
00068,20030104.1500/
00068,20030104.1515/
00072,20030104.1530/
00073,20030104.1545/
00078,20030104.1600/
00081,20030104.1615/
00083,20030104.1630/
00084,20030104.1645/
00086,20030104.1700/
00086,20030104.1715/
00089,20030104.1730/
00092,20030104.1745/
00095,20030104.1800/
00098,20030104.1815/
00098,20030104.1830/
00098,20030104.1845/
00102,20030104.1900/
00104,20030104.1915/
00106,20030104.1930/
00106,20030104.1945/
00109,20030104.2000/
00109,20030104.2015/
00110,20030104.2030/
00112,20030104.2045/
00112,20030104.2100/
00111,20030104.2115/
00114,20030104.2130/
00110,20030104.2145/
00108,20030104.2200/
00109,20030104.2215/
00110,20030104.2230/
00109,20030104.2245/
00107,20030104.2300/
00106,20030104.2315/
00106,20030104.2330/
00104,20030104.2345/
00103,20030105.0000/
00101,20030105.0015/
00096,20030105.0030/
00097,20030105.0045/
00091,20030105.0100/
00089,20030105.0115/
00087,20030105.0130/
00083,20030105.0145/
00079,20030105.0200/
00074,20030105.0215/
00073,20030105.0230/
00072,20030105.0245/
00066,20030105.0300/
00063,20030105.0315/
00061,20030105.0330/
00058,20030105.0345/
00053,20030105.0400/
00048,20030105.0415/
00049,20030105.0430/
00047,20030105.0445/
00044,20030105.0500/
00041,20030105.0515/
00040,20030105.0530/
00040,20030105.0545/
00040,20030105.0600/
00035,20030105.0615/
00035,20030105.0630/
00033,20030105.0645/
00035,20030105.0700/
00031,20030105.0715/
00029,20030105.0730/
00032,20030105.0745/
00035,20030105.0800/
00031,20030105.0815/
00032,20030105.0830/
00035,20030105.0845/
00038,20030105.0900/
00037,20030105.0915/
00037,20030105.0930/
00040,20030105.0945/
00040,20030105.1000/
00040,20030105.1015/
00040,20030105.1030/
00040,20030105.1045/
00040,20030105.1100/
00041,20030105.1115/
00045,20030105.1130/
00046,20030105.1145/
00047,20030105.1200/
00047,20030105.1215/
00051,20030105.1230/
00050,20030105.1245/
00050,20030105.1300/
00051,20030105.1315/
00050,20030105.1330/
00052,20030105.1345/
00051,20030105.1400/
00051,20030105.1415/
00055,20030105.1430/
00052,20030105.1445/
00055,20030105.1500/
00056,20030105.1515/
00057,20030105.1530/
00061,20030105.1545/
00061,20030105.1600/
00060,20030105.1615/
00065,20030105.1630/
00068,20030105.1645/
00069,20030105.1700/
00070,20030105.1715/
00073,20030105.1730/
00076,20030105.1745/
00080,20030105.1800/
00077,20030105.1815/
00079,20030105.1830/
00084,20030105.1845/
00084,20030105.1900/
00085,20030105.1915/
00086,20030105.1930/
00087,20030105.1945/
00091,20030105.2000/
00091,20030105.2015/
00091,20030105.2030/
00094,20030105.2045/
00096,20030105.2100/
00096,20030105.2115/
00096,20030105.2130/
00096,20030105.2145/
00092,20030105.2200/
00091,20030105.2215/
00093,20030105.2230/
00094,20030105.2245/
00092,20030105.2300/
00090,20030105.2315/
00088,20030105.2330/
00092,20030105.2345/
00089,20030106.0000/
00084,20030106.0015/
00085,20030106.0030/
00083,20030106.0045/
00080,20030106.0100/
00078,20030106.0115/
00076,20030106.0130/
00077,20030106.0145/
00072,20030106.0200/
00068,20030106.0215/
00066,20030106.0230/
00062,20030106.0245/
00057,20030106.0300/
00054,20030106.0315/
00050,20030106.0330/
00050,20030106.0345/
00048,20030106.0400/
00043,20030106.0415/
00040,20030106.0430/
00041,20030106.0445/
00038,20030106.0500/
00036,20030106.0515/
00034,20030106.0530/
00035,20030106.0545/
00033,20030106.0600/
00031,20030106.0615/
00027,20030106.0630/
00028,20030106.0645/
00026,20030106.0700/
00028,20030106.0715/
00028,20030106.0730/
00026,20030106.0745/
00025,20030106.0800/
00028,20030106.0815/
00027,20030106.0830/
00025,20030106.0845/
00024,20030106.0900/
00029,20030106.0915/
00027,20030106.0930/
00031,20030106.0945/
00032,20030106.1000/
00033,20030106.1015/
00034,20030106.1030/
00034,20030106.1045/
00033,20030106.1100/
00031,20030106.1115/
00034,20030106.1130/
00034,20030106.1145/
00033,20030106.1200/
00036,20030106.1215/
00041,20030106.1230/
00040,20030106.1245/
00043,20030106.1300/
00042,20030106.1315/
00042,20030106.1330/
00043,20030106.1345/
00040,20030106.1400/
00037,20030106.1415/
00037,20030106.1430/
00040,20030106.1445/
00043,20030106.1500/
00044,20030106.1515/
00044,20030106.1530/
00048,20030106.1545/
00049,20030106.1600/
00049,20030106.1615/
00050,20030106.1630/
00049,20030106.1645/
00049,20030106.1700/
00052,20030106.1715/
00052,20030106.1730/
00057,20030106.1745/
00059,20030106.1800/
00061,20030106.1815/
00063,20030106.1830/
00062,20030106.1845/
00063,20030106.1900/
00066,20030106.1915/
00065,20030106.1930/
00066,20030106.1945/
00070,20030106.2000/
00073,20030106.2015/
00072,20030106.2030/
00076,20030106.2045/
00077,20030106.2100/
00075,20030106.2115/
00075,20030106.2130/
00073,20030106.2145/
00075,20030106.2200/
00075,20030106.2215/
00074,20030106.2230/
00075,20030106.2245/
00075,20030106.2300/
00077,20030106.2315/
00072,20030106.2330/
00071,20030106.2345/
00070,20030107.0000/
00068,20030107.0015/
00069,20030107.0030/
00069,20030107.0045/
00068,20030107.0100/
00068,20030107.0115/
00064,20030107.0130/
00062,20030107.0145/
00057,20030107.0200/
00054,20030107.0215/
00051,20030107.0230/
00047,20030107.0245/
00047,20030107.0300/
00044,20030107.0315/
00046,20030107.0330/
00042,20030107.0345/
00039,20030107.0400/
00038,20030107.0415/
00035,20030107.0430/
00033,20030107.0445/
00033,20030107.0500/
00029,20030107.0515/
00028,20030107.0530/
00027,20030107.0545/
00026,20030107.0600/
00022,20030107.0615/
00021,20030107.0630/
00021,20030107.0645/
00024,20030107.0700/
00023,20030107.0715/
00022,20030107.0730/
00022,20030107.0745/
00024,20030107.0800/
00021,20030107.0815/
00017,20030107.0830/
00018,20030107.0845/
00020,20030107.0900/
00023,20030107.0915/
00024,20030107.0930/
00025,20030107.0945/
00029,20030107.1000/
00031,20030107.1015/
00031,20030107.1030/
00033,20030107.1045/
00029,20030107.1100/
00028,20030107.1115/
00030,20030107.1130/
00033,20030107.1145/
00030,20030107.1200/
00029,20030107.1215/
00032,20030107.1230/
00036,20030107.1245/
00038,20030107.1300/
00038,20030107.1315/
00040,20030107.1330/
00041,20030107.1345/
00042,20030107.1400/
00038,20030107.1415/
00036,20030107.1430/
00036,20030107.1445/
00037,20030107.1500/
00037,20030107.1515/
00037,20030107.1530/
00042,20030107.1545/
00043,20030107.1600/
00043,20030107.1615/
00047,20030107.1630/
00046,20030107.1645/
00046,20030107.1700/
00048,20030107.1715/
00046,20030107.1730/
00050,20030107.1745/
00050,20030107.1800/
00048,20030107.1815/
00055,20030107.1830/
00056,20030107.1845/
00057,20030107.1900/
00061,20030107.1915/
00060,20030107.1930/
00059,20030107.1945/
00063,20030107.2000/
00063,20030107.2015/
00061,20030107.2030/
00062,20030107.2045/
00062,20030107.2100/
00061,20030107.2115/
00066,20030107.2130/
00066,20030107.2145/
00062,20030107.2200/
00067,20030107.2215/
00067,20030107.2230/
00066,20030107.2245/
00063,20030107.2300/
00060,20030107.2315/
00057,20030107.2330/
00059,20030107.2345/
00059,20030108.0000/
00061,20030108.0015/
00061,20030108.0030/
00062,20030108.0045/
00058,20030108.0100/
00061,20030108.0115/
00057,20030108.0130/
00054,20030108.0145/
00054,20030108.0200/
00050,20030108.0215/
00049,20030108.0230/
00047,20030108.0245/
00043,20030108.0300/
00045,20030108.0315/
00042,20030108.0330/
00041,20030108.0345/
00040,20030108.0400/
00034,20030108.0415/
00031,20030108.0430/
00030,20030108.0445/
00033,20030108.0500/
00030,20030108.0515/
00029,20030108.0530/
00030,20030108.0545/
00031,20030108.0600/
00026,20030108.0615/
00025,20030108.0630/
00024,20030108.0645/
00023,20030108.0700/
00023,20030108.0715/
00024,20030108.0730/
00025,20030108.0745/
00026,20030108.0800/
00029,20030108.0815/
00029,20030108.0830/
00029,20030108.0845/
00030,20030108.0900/
00028,20030108.0915/
00029,20030108.0930/
00031,20030108.0945/
00029,20030108.1000/
00036,20030108.1015/
00036,20030108.1030/
00037,20030108.1045/
00039,20030108.1100/
00039,20030108.1115/
00039,20030108.1130/
00038,20030108.1145/
00040,20030108.1200/
00038,20030108.1215/
00039,20030108.1230/
00040,20030108.1245/
00042,20030108.1300/
00044,20030108.1315/
00045,20030108.1330/
00046,20030108.1345/
00048,20030108.1400/
00049,20030108.1415/
00051,20030108.1430/
00051,20030108.1445/
00047,20030108.1500/
00046,20030108.1515/
00046,20030108.1530/
00048,20030108.1545/
00047,20030108.1600/
00049,20030108.1615/
00051,20030108.1630/
00054,20030108.1645/
00056,20030108.1700/
00055,20030108.1715/
00054,20030108.1730/
00054,20030108.1745/
00053,20030108.1800/
00054,20030108.1815/
00055,20030108.1830/
00055,20030108.1845/
00059,20030108.1900/
00058,20030108.1915/
00061,20030108.1930/
00062,20030108.1945/
00062,20030108.2000/
00065,20030108.2015/
00067,20030108.2030/
00065,20030108.2045/
00067,20030108.2100/
00065,20030108.2115/
00066,20030108.2130/
00065,20030108.2145/
00062,20030108.2200/
00063,20030108.2215/
00067,20030108.2230/
00068,20030108.2245/
00069,20030108.2300/
00070,20030108.2315/
00071,20030108.2330/
00069,20030108.2345/
00068,20030109.0000/
00066,20030109.0015/
00063,20030109.0030/
00065,20030109.0045/
00062,20030109.0100/
00062,20030109.0115/
00063,20030109.0130/
00064,20030109.0145/
00063,20030109.0200/
00062,20030109.0215/
00063,20030109.0230/
00062,20030109.0245/
00058,20030109.0300/
00051,20030109.0315/
00048,20030109.0330/
00053,20030109.0345/
00047,20030109.0400/
00046,20030109.0415/
00047,20030109.0430/
00048,20030109.0445/
00045,20030109.0500/
00046,20030109.0515/
00048,20030109.0530/
00042,20030109.0545/
00039,20030109.0600/
00040,20030109.0615/
00040,20030109.0630/
00039,20030109.0645/
00035,20030109.0700/
00037,20030109.0715/
00042,20030109.0730/
00039,20030109.0745/
00043,20030109.0800/
00044,20030109.0815/
00045,20030109.0830/
00047,20030109.0845/
00043,20030109.0900/
00046,20030109.0915/
00046,20030109.0930/
00048,20030109.0945/
00051,20030109.1000/
00048,20030109.1015/
00053,20030109.1030/
00054,20030109.1045/
00056,20030109.1100/
00058,20030109.1115/
00054,20030109.1130/
00058,20030109.1145/
00063,20030109.1200/
00055,20030109.1215/
00059,20030109.1230/
00060,20030109.1245/
00057,20030109.1300/
00068,20030109.1315/
00057,20030109.1330/
00065,20030109.1345/
00066,20030109.1400/
00062,20030109.1415/
00072,20030109.1430/
00069,20030109.1445/
00068,20030109.1500/
00065,20030109.1515/
00065,20030109.1530/
00064,20030109.1545/
00071,20030109.1600/
00074,20030109.1615/
00068,20030109.1630/
00072,20030109.1645/
00076,20030109.1700/
00075,20030109.1715/
00072,20030109.1730/
00070,20030109.1745/
00070,20030109.1800/
00074,20030109.1815/
00073,20030109.1830/
00075,20030109.1845/
00075,20030109.1900/
00076,20030109.1915/
00077,20030109.1930/
00075,20030109.1945/
00080,20030109.2000/
00081,20030109.2015/
00076,20030109.2030/
00075,20030109.2045/
00082,20030109.2100/
00079,20030109.2115/
00082,20030109.2130/
00081,20030109.2145/
00081,20030109.2200/
00082,20030109.2215/
00076,20030109.2230/
00076,20030109.2245/
00077,20030109.2300/
00081,20030109.2315/
00082,20030109.2330/
00080,20030109.2345/
00083,20030110.0000/
00082,20030110.0015/
00080,20030110.0030/
00077,20030110.0045/
00073,20030110.0100/
00070,20030110.0115/
00071,20030110.0130/
00069,20030110.0145/
00071,20030110.0200/
00078,20030110.0215/
00079,20030110.0230/
00079,20030110.0245/
00076,20030110.0300/
00073,20030110.0315/
00070,20030110.0330/
00063,20030110.0345/
00061,20030110.0400/
00062,20030110.0415/
00061,20030110.0430/
00063,20030110.0445/
00064,20030110.0500/
00066,20030110.0515/
00065,20030110.0530/
00062,20030110.0545/
00064,20030110.0600/
00063,20030110.0615/
00061,20030110.0630/
00055,20030110.0645/
00058,20030110.0700/
00061,20030110.0715/
00059,20030110.0730/
00061,20030110.0745/
00058,20030110.0800/
00061,20030110.0815/
00069,20030110.0830/
00062,20030110.0845/
00066,20030110.0900/
00067,20030110.0915/
00068,20030110.0930/
00073,20030110.0945/
00070,20030110.1000/
00071,20030110.1015/
00074,20030110.1030/
00073,20030110.1045/
00075,20030110.1100/
00076,20030110.1115/
00080,20030110.1130/
00082,20030110.1145/
00083,20030110.1200/
00084,20030110.1215/
00086,20030110.1230/
00086,20030110.1245/
00081,20030110.1300/
00084,20030110.1315/
00089,20030110.1330/
00086,20030110.1345/
00086,20030110.1400/
00086,20030110.1415/
00088,20030110.1430/
00090,20030110.1445/
00089,20030110.1500/
00093,20030110.1515/
00091,20030110.1530/
00087,20030110.1545/
00095,20030110.1600/
00094,20030110.1615/
00098,20030110.1630/
00097,20030110.1645/
00094,20030110.1700/
00091,20030110.1715/
00092,20030110.1730/
00092,20030110.1745/
00094,20030110.1800/
00095,20030110.1815/
00094,20030110.1830/
00093,20030110.1845/
00092,20030110.1900/
00094,20030110.1915/
00095,20030110.1930/
00089,20030110.1945/
00091,20030110.2000/
00092,20030110.2015/
00088,20030110.2030/
00091,20030110.2045/
00097,20030110.2100/
00095,20030110.2115/
00092,20030110.2130/
00089,20030110.2145/
00089,20030110.2200/
00088,20030110.2215/
00086,20030110.2230/
00089,20030110.2245/
00087,20030110.2300/
00084,20030110.2315/
00084,20030110.2330/
00084,20030110.2345/
00084,20030111.0000/
00086,20030111.0015/
00082,20030111.0030/
00084,20030111.0045/
00084,20030111.0100/
00076,20030111.0115/
00079,20030111.0130/
00078,20030111.0145/
00071,20030111.0200/
00074,20030111.0215/
00070,20030111.0230/
00072,20030111.0245/
00076,20030111.0300/
00074,20030111.0315/
00075,20030111.0330/
00066,20030111.0345/
00070,20030111.0400/
00068,20030111.0415/
00065,20030111.0430/
00062,20030111.0445/
00059,20030111.0500/
00065,20030111.0515/
00063,20030111.0530/
00065,20030111.0545/
00067,20030111.0600/
00064,20030111.0615/
00066,20030111.0630/
00060,20030111.0645/
00063,20030111.0700/
00063,20030111.0715/
00057,20030111.0730/
00061,20030111.0745/
00062,20030111.0800/
00065,20030111.0815/
00066,20030111.0830/
00060,20030111.0845/
00064,20030111.0900/
00069,20030111.0915/
00070,20030111.0930/
00071,20030111.0945/
00074,20030111.1000/
00073,20030111.1015/
00078,20030111.1030/
00073,20030111.1045/
00072,20030111.1100/
00072,20030111.1115/
00075,20030111.1130/
00076,20030111.1145/
00076,20030111.1200/
00080,20030111.1215/
00081,20030111.1230/
00082,20030111.1245/
00090,20030111.1300/
00085,20030111.1315/
00082,20030111.1330/
00082,20030111.1345/
00081,20030111.1400/
00079,20030111.1415/
00083,20030111.1430/
00089,20030111.1445/
00088,20030111.1500/
00087,20030111.1515/
00095,20030111.1530/
00095,20030111.1545/
00096,20030111.1600/
00090,20030111.1615/
00091,20030111.1630/
00087,20030111.1645/
00088,20030111.1700/
00093,20030111.1715/
00093,20030111.1730/
00093,20030111.1745/
00099,20030111.1800/
00092,20030111.1815/
00094,20030111.1830/
00095,20030111.1845/
00093,20030111.1900/
00093,20030111.1915/
00090,20030111.1930/
00085,20030111.1945/
00089,20030111.2000/
00086,20030111.2015/
00088,20030111.2030/
00087,20030111.2045/
00087,20030111.2100/
00088,20030111.2115/
00083,20030111.2130/
00086,20030111.2145/
00078,20030111.2200/
00077,20030111.2215/
00081,20030111.2230/
00078,20030111.2245/
00075,20030111.2300/
00077,20030111.2315/
00076,20030111.2330/
00074,20030111.2345/
00075,20030112.0000/
00078,20030112.0015/
00072,20030112.0030/
00071,20030112.0045/
00069,20030112.0100/
00071,20030112.0115/
00072,20030112.0130/
00070,20030112.0145/
00066,20030112.0200/
00067,20030112.0215/
00067,20030112.0230/
00065,20030112.0245/
00064,20030112.0300/
00066,20030112.0315/
00062,20030112.0330/
00061,20030112.0345/
00060,20030112.0400/
00057,20030112.0415/
00060,20030112.0430/
00059,20030112.0445/
00058,20030112.0500/
00058,20030112.0515/
00058,20030112.0530/
00060,20030112.0545/
00053,20030112.0600/
00055,20030112.0615/
00054,20030112.0630/
00055,20030112.0645/
00057,20030112.0700/
00055,20030112.0715/
00059,20030112.0730/
00059,20030112.0745/
00061,20030112.0800/
00060,20030112.0815/
00055,20030112.0830/
00056,20030112.0845/
00052,20030112.0900/
00057,20030112.0915/
00060,20030112.0930/
00062,20030112.0945/
00067,20030112.1000/
00069,20030112.1015/
00065,20030112.1030/
00070,20030112.1045/
00066,20030112.1100/
00063,20030112.1115/
00073,20030112.1130/
00065,20030112.1145/
00067,20030112.1200/
00066,20030112.1215/
00070,20030112.1230/
00077,20030112.1245/
00073,20030112.1300/
00073,20030112.1315/
00075,20030112.1330/
00080,20030112.1345/
00077,20030112.1400/
00076,20030112.1415/
00080,20030112.1430/
00079,20030112.1445/
00080,20030112.1500/
00083,20030112.1515/
00082,20030112.1530/
00081,20030112.1545/
00082,20030112.1600/
00084,20030112.1615/
00085,20030112.1630/
00087,20030112.1645/
00086,20030112.1700/
00083,20030112.1715/
00085,20030112.1730/
00089,20030112.1745/
00089,20030112.1800/
00086,20030112.1815/
00087,20030112.1830/
00086,20030112.1845/
00087,20030112.1900/
00086,20030112.1915/
00082,20030112.1930/
00083,20030112.1945/
00082,20030112.2000/
00077,20030112.2015/
00081,20030112.2030/
00081,20030112.2045/
00076,20030112.2100/
00076,20030112.2115/
00073,20030112.2130/
00068,20030112.2145/
00067,20030112.2200/
00067,20030112.2215/
00057,20030112.2230/
00059,20030112.2245/
00058,20030112.2300/
00054,20030112.2315/
00058,20030112.2330/
00055,20030112.2345/
00055,20030113.0000/
00057,20030113.0015/
00051,20030113.0030/
00053,20030113.0045/
00050,20030113.0100/
00047,20030113.0115/
00047,20030113.0130/
00046,20030113.0145/
00044,20030113.0200/
00042,20030113.0215/
00046,20030113.0230/
00040,20030113.0245/
00044,20030113.0300/
00039,20030113.0315/
00040,20030113.0330/
00040,20030113.0345/
00040,20030113.0400/
00040,20030113.0415/
00030,20030113.0430/
00031,20030113.0445/
00031,20030113.0500/
00033,20030113.0515/
00032,20030113.0530/
00034,20030113.0545/
00034,20030113.0600/
00032,20030113.0615/
00031,20030113.0630/
00032,20030113.0645/
00031,20030113.0700/
00031,20030113.0715/
00031,20030113.0730/
00036,20030113.0745/
00035,20030113.0800/
00037,20030113.0815/
00034,20030113.0830/
00038,20030113.0845/
00041,20030113.0900/
00039,20030113.0915/
00041,20030113.0930/
00045,20030113.0945/
00047,20030113.1000/
00052,20030113.1015/
00052,20030113.1030/
