#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: RKMGL01_01_2002
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20020101 TO 20021231
#LOCATION: Mangles Bay
#Station Status:  Updated
#Lat: -32.274444  Long: 115.703333
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: Chart datum     which is   2.527   m below Benchmark   DMH 073   
#National Station ID:   NA
#Site Description: Located on a Historical (Temporary) platform within  the mooring area. Roughly 50 metres off shore and in line with the yacht club fence. Accessible by boat.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Data Recorder Details: Punchtape, NA, NA
#Reading Status: NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
90,20020101.0000/
88,20020101.0015/
85,20020101.0030/
81,20020101.0045/
77,20020101.0100/
73,20020101.0115/
70,20020101.0130/
64,20020101.0145/
61,20020101.0200/
60,20020101.0215/
57,20020101.0230/
53,20020101.0245/
52,20020101.0300/
48,20020101.0315/
45,20020101.0330/
41,20020101.0345/
37,20020101.0400/
32,20020101.0415/
28,20020101.0430/
26,20020101.0445/
87,20020102.0000/
85,20020102.0015/
82,20020102.0030/
81,20020102.0045/
81,20020102.0100/
79,20020102.0115/
76,20020102.0130/
71,20020102.0145/
67,20020102.0200/
62,20020102.0215/
60,20020102.0230/
57,20020102.0245/
53,20020102.0300/
51,20020102.0315/
46,20020102.0330/
43,20020102.0345/
41,20020102.0400/
33,20020102.0415/
29,20020102.0430/
27,20020102.0445/
29,20020102.0500/
30,20020102.0515/
32,20020102.0530/
30,20020102.0545/
25,20020102.0600/
22,20020102.0615/
18,20020102.0630/
15,20020102.0645/
12,20020102.0700/
12,20020102.0715/
12,20020102.0730/
14,20020102.0745/
15,20020102.0800/
16,20020102.0815/
17,20020102.0830/
18,20020102.0845/
19,20020102.0900/
22,20020102.0915/
23,20020102.0930/
24,20020102.0945/
26,20020102.1000/
25,20020102.1015/
26,20020102.1030/
30,20020102.1045/
28,20020102.1100/
31,20020102.1115/
30,20020102.1130/
31,20020102.1145/
32,20020102.1200/
36,20020102.1215/
39,20020102.1230/
41,20020102.1245/
41,20020102.1300/
42,20020102.1315/
43,20020102.1330/
41,20020102.1345/
42,20020102.1400/
42,20020102.1415/
42,20020102.1430/
45,20020102.1445/
46,20020102.1500/
48,20020102.1515/
49,20020102.1530/
49,20020102.1545/
47,20020102.1600/
48,20020102.1615/
48,20020102.1630/
49,20020102.1645/
53,20020102.1700/
57,20020102.1715/
63,20020102.1730/
66,20020102.1745/
67,20020102.1800/
69,20020102.1815/
69,20020102.1830/
68,20020102.1845/
70,20020102.1900/
70,20020102.1915/
73,20020102.1930/
75,20020102.1945/
76,20020102.2000/
78,20020102.2015/
82,20020102.2030/
84,20020102.2045/
87,20020102.2100/
90,20020102.2115/
89,20020102.2130/
89,20020102.2145/
88,20020102.2200/
87,20020102.2215/
86,20020102.2230/
86,20020102.2245/
88,20020102.2300/
89,20020102.2315/
91,20020102.2330/
91,20020102.2345/
88,20020103.0000/
87,20020103.0015/
86,20020103.0030/
86,20020103.0045/
82,20020103.0100/
80,20020103.0115/
77,20020103.0130/
77,20020103.0145/
77,20020103.0200/
76,20020103.0215/
76,20020103.0230/
73,20020103.0245/
67,20020103.0300/
61,20020103.0315/
56,20020103.0330/
53,20020103.0345/
51,20020103.0400/
48,20020103.0415/
45,20020103.0430/
46,20020103.0445/
43,20020103.0500/
42,20020103.0515/
42,20020103.0530/
42,20020103.0545/
40,20020103.0600/
40,20020103.0615/
35,20020103.0630/
34,20020103.0645/
30,20020103.0700/
29,20020103.0715/
29,20020103.0730/
28,20020103.0745/
28,20020103.0800/
28,20020103.0815/
31,20020103.0830/
30,20020103.0845/
31,20020103.0900/
31,20020103.0915/
30,20020103.0930/
31,20020103.0945/
32,20020103.1000/
35,20020103.1015/
33,20020103.1030/
35,20020103.1045/
37,20020103.1100/
37,20020103.1115/
39,20020103.1130/
37,20020103.1145/
37,20020103.1200/
36,20020103.1215/
37,20020103.1230/
42,20020103.1245/
45,20020103.1300/
48,20020103.1315/
49,20020103.1330/
48,20020103.1345/
51,20020103.1400/
50,20020103.1415/
50,20020103.1430/
51,20020103.1445/
50,20020103.1500/
49,20020103.1515/
50,20020103.1530/
50,20020103.1545/
55,20020103.1600/
57,20020103.1615/
58,20020103.1630/
58,20020103.1645/
59,20020103.1700/
58,20020103.1715/
57,20020103.1730/
59,20020103.1745/
62,20020103.1800/
67,20020103.1815/
72,20020103.1830/
73,20020103.1845/
75,20020103.1900/
77,20020103.1915/
75,20020103.1930/
76,20020103.1945/
75,20020103.2000/
76,20020103.2015/
78,20020103.2030/
79,20020103.2045/
83,20020103.2100/
83,20020103.2115/
85,20020103.2130/
86,20020103.2145/
87,20020103.2200/
86,20020103.2215/
87,20020103.2230/
88,20020103.2245/
87,20020103.2300/
88,20020103.2315/
86,20020103.2330/
88,20020103.2345/
89,20020104.0000/
89,20020104.0015/
88,20020104.0030/
87,20020104.0045/
87,20020104.0100/
86,20020104.0115/
86,20020104.0130/
84,20020104.0145/
84,20020104.0200/
84,20020104.0215/
85,20020104.0230/
83,20020104.0245/
80,20020104.0300/
76,20020104.0315/
72,20020104.0330/
69,20020104.0345/
68,20020104.0400/
65,20020104.0415/
61,20020104.0430/
59,20020104.0445/
61,20020104.0500/
61,20020104.0515/
59,20020104.0530/
55,20020104.0545/
54,20020104.0600/
52,20020104.0615/
49,20020104.0630/
50,20020104.0645/
47,20020104.0700/
48,20020104.0715/
45,20020104.0730/
46,20020104.0745/
46,20020104.0800/
44,20020104.0815/
46,20020104.0830/
42,20020104.0845/
43,20020104.0900/
42,20020104.0915/
40,20020104.0930/
42,20020104.0945/
44,20020104.1000/
44,20020104.1015/
45,20020104.1030/
47,20020104.1045/
47,20020104.1100/
46,20020104.1115/
45,20020104.1130/
45,20020104.1145/
45,20020104.1200/
47,20020104.1215/
50,20020104.1230/
51,20020104.1245/
52,20020104.1300/
52,20020104.1315/
52,20020104.1330/
53,20020104.1345/
56,20020104.1400/
54,20020104.1415/
57,20020104.1430/
58,20020104.1445/
56,20020104.1500/
57,20020104.1515/
59,20020104.1530/
59,20020104.1545/
62,20020104.1600/
64,20020104.1615/
66,20020104.1630/
64,20020104.1645/
64,20020104.1700/
63,20020104.1715/
64,20020104.1730/
68,20020104.1745/
65,20020104.1800/
69,20020104.1815/
70,20020104.1830/
72,20020104.1845/
76,20020104.1900/
76,20020104.1915/
74,20020104.1930/
72,20020104.1945/
71,20020104.2000/
71,20020104.2015/
76,20020104.2030/
77,20020104.2045/
78,20020104.2100/
79,20020104.2115/
78,20020104.2130/
78,20020104.2145/
78,20020104.2200/
78,20020104.2215/
77,20020104.2230/
75,20020104.2245/
76,20020104.2300/
79,20020104.2315/
81,20020104.2330/
81,20020104.2345/
82,20020105.0000/
82,20020105.0015/
80,20020105.0030/
79,20020105.0045/
77,20020105.0100/
73,20020105.0115/
72,20020105.0130/
70,20020105.0145/
71,20020105.0200/
75,20020105.0215/
77,20020105.0230/
78,20020105.0245/
77,20020105.0300/
77,20020105.0315/
71,20020105.0330/
66,20020105.0345/
62,20020105.0400/
60,20020105.0415/
60,20020105.0430/
59,20020105.0445/
59,20020105.0500/
61,20020105.0515/
61,20020105.0530/
59,20020105.0545/
56,20020105.0600/
54,20020105.0615/
51,20020105.0630/
47,20020105.0645/
48,20020105.0700/
46,20020105.0715/
46,20020105.0730/
45,20020105.0745/
44,20020105.0800/
46,20020105.0815/
46,20020105.0830/
45,20020105.0845/
48,20020105.0900/
47,20020105.0915/
46,20020105.0930/
45,20020105.0945/
40,20020105.1000/
39,20020105.1015/
42,20020105.1030/
43,20020105.1045/
49,20020105.1100/
50,20020105.1115/
51,20020105.1130/
50,20020105.1145/
47,20020105.1200/
44,20020105.1215/
43,20020105.1230/
44,20020105.1245/
47,20020105.1300/
49,20020105.1315/
50,20020105.1330/
53,20020105.1345/
51,20020105.1400/
51,20020105.1415/
52,20020105.1430/
51,20020105.1445/
53,20020105.1500/
54,20020105.1515/
56,20020105.1530/
57,20020105.1545/
58,20020105.1600/
60,20020105.1615/
60,20020105.1630/
60,20020105.1645/
62,20020105.1700/
63,20020105.1715/
61,20020105.1730/
59,20020105.1745/
57,20020105.1800/
56,20020105.1815/
57,20020105.1830/
60,20020105.1845/
63,20020105.1900/
66,20020105.1915/
66,20020105.1930/
67,20020105.1945/
64,20020105.2000/
63,20020105.2015/
64,20020105.2030/
63,20020105.2045/
62,20020105.2100/
60,20020105.2115/
60,20020105.2130/
59,20020105.2145/
57,20020105.2200/
55,20020105.2215/
55,20020105.2230/
55,20020105.2245/
55,20020105.2300/
55,20020105.2315/
55,20020105.2330/
55,20020105.2345/
54,20020106.0000/
53,20020106.0015/
51,20020106.0030/
49,20020106.0045/
51,20020106.0100/
53,20020106.0115/
54,20020106.0130/
54,20020106.0145/
52,20020106.0200/
52,20020106.0215/
51,20020106.0230/
48,20020106.0245/
46,20020106.0300/
45,20020106.0315/
45,20020106.0330/
48,20020106.0345/
48,20020106.0400/
48,20020106.0415/
48,20020106.0430/
45,20020106.0445/
44,20020106.0500/
44,20020106.0515/
41,20020106.0530/
39,20020106.0545/
36,20020106.0600/
36,20020106.0615/
38,20020106.0630/
41,20020106.0645/
42,20020106.0700/
43,20020106.0715/
39,20020106.0730/
36,20020106.0745/
33,20020106.0800/
31,20020106.0815/
31,20020106.0830/
30,20020106.0845/
36,20020106.0900/
37,20020106.0915/
44,20020106.0930/
44,20020106.0945/
43,20020106.1000/
43,20020106.1015/
40,20020106.1030/
41,20020106.1045/
43,20020106.1100/
43,20020106.1115/
45,20020106.1130/
45,20020106.1145/
44,20020106.1200/
44,20020106.1215/
47,20020106.1230/
49,20020106.1245/
49,20020106.1300/
52,20020106.1315/
52,20020106.1330/
51,20020106.1345/
51,20020106.1400/
48,20020106.1415/
48,20020106.1430/
51,20020106.1445/
52,20020106.1500/
55,20020106.1515/
56,20020106.1530/
58,20020106.1545/
58,20020106.1600/
58,20020106.1615/
59,20020106.1630/
58,20020106.1645/
58,20020106.1700/
61,20020106.1715/
62,20020106.1730/
63,20020106.1745/
64,20020106.1800/
63,20020106.1815/
63,20020106.1830/
62,20020106.1845/
62,20020106.1900/
60,20020106.1915/
58,20020106.1930/
60,20020106.1945/
61,20020106.2000/
61,20020106.2015/
62,20020106.2030/
63,20020106.2045/
64,20020106.2100/
62,20020106.2115/
61,20020106.2130/
57,20020106.2145/
55,20020106.2200/
54,20020106.2215/
53,20020106.2230/
53,20020106.2245/
54,20020106.2300/
57,20020106.2315/
59,20020106.2330/
59,20020106.2345/
57,20020107.0000/
52,20020107.0015/
49,20020107.0030/
48,20020107.0045/
49,20020107.0100/
48,20020107.0115/
46,20020107.0130/
49,20020107.0145/
51,20020107.0200/
51,20020107.0215/
55,20020107.0230/
51,20020107.0245/
50,20020107.0300/
47,20020107.0315/
41,20020107.0330/
40,20020107.0345/
39,20020107.0400/
39,20020107.0415/
44,20020107.0430/
47,20020107.0445/
48,20020107.0500/
48,20020107.0515/
45,20020107.0530/
43,20020107.0545/
42,20020107.0600/
44,20020107.0615/
45,20020107.0630/
45,20020107.0645/
44,20020107.0700/
45,20020107.0715/
45,20020107.0730/
44,20020107.0745/
46,20020107.0800/
44,20020107.0815/
44,20020107.0830/
44,20020107.0845/
45,20020107.0900/
46,20020107.0915/
48,20020107.0930/
52,20020107.0945/
53,20020107.1000/
55,20020107.1015/
56,20020107.1030/
54,20020107.1045/
56,20020107.1100/
54,20020107.1115/
56,20020107.1130/
53,20020107.1145/
55,20020107.1200/
55,20020107.1215/
54,20020107.1230/
58,20020107.1245/
58,20020107.1300/
63,20020107.1315/
66,20020107.1330/
65,20020107.1345/
69,20020107.1400/
63,20020107.1415/
59,20020107.1430/
61,20020107.1445/
60,20020107.1500/
62,20020107.1515/
63,20020107.1530/
67,20020107.1545/
69,20020107.1600/
72,20020107.1615/
75,20020107.1630/
75,20020107.1645/
72,20020107.1700/
73,20020107.1715/
70,20020107.1730/
71,20020107.1745/
71,20020107.1800/
71,20020107.1815/
75,20020107.1830/
77,20020107.1845/
79,20020107.1900/
79,20020107.1915/
75,20020107.1930/
73,20020107.1945/
72,20020107.2000/
70,20020107.2015/
74,20020107.2030/
71,20020107.2045/
70,20020107.2100/
68,20020107.2115/
66,20020107.2130/
65,20020107.2145/
63,20020107.2200/
62,20020107.2215/
64,20020107.2230/
63,20020107.2245/
64,20020107.2300/
62,20020107.2315/
56,20020107.2330/
55,20020107.2345/
51,20020108.0000/
50,20020108.0015/
52,20020108.0030/
53,20020108.0045/
55,20020108.0100/
57,20020108.0115/
52,20020108.0130/
48,20020108.0145/
47,20020108.0200/
44,20020108.0215/
46,20020108.0230/
45,20020108.0245/
43,20020108.0300/
44,20020108.0315/
45,20020108.0330/
47,20020108.0345/
43,20020108.0400/
40,20020108.0415/
39,20020108.0430/
40,20020108.0445/
45,20020108.0500/
49,20020108.0515/
51,20020108.0530/
51,20020108.0545/
48,20020108.0600/
47,20020108.0615/
47,20020108.0630/
44,20020108.0645/
47,20020108.0700/
47,20020108.0715/
49,20020108.0730/
52,20020108.0745/
53,20020108.0800/
53,20020108.0815/
52,20020108.0830/
52,20020108.0845/
50,20020108.0900/
52,20020108.0915/
52,20020108.0930/
54,20020108.0945/
58,20020108.1000/
60,20020108.1015/
62,20020108.1030/
64,20020108.1045/
63,20020108.1100/
62,20020108.1115/
61,20020108.1130/
60,20020108.1145/
62,20020108.1200/
63,20020108.1215/
60,20020108.1230/
63,20020108.1245/
64,20020108.1300/
70,20020108.1315/
72,20020108.1330/
71,20020108.1345/
73,20020108.1400/
75,20020108.1415/
74,20020108.1430/
77,20020108.1445/
76,20020108.1500/
77,20020108.1515/
76,20020108.1530/
76,20020108.1545/
77,20020108.1600/
81,20020108.1615/
88,20020108.1630/
90,20020108.1645/
93,20020108.1700/
91,20020108.1715/
85,20020108.1730/
85,20020108.1745/
82,20020108.1800/
84,20020108.1815/
88,20020108.1830/
90,20020108.1845/
92,20020108.1900/
90,20020108.1915/
88,20020108.1930/
90,20020108.1945/
87,20020108.2000/
83,20020108.2015/
84,20020108.2030/
84,20020108.2045/
84,20020108.2100/
84,20020108.2115/
82,20020108.2130/
79,20020108.2145/
74,20020108.2200/
72,20020108.2215/
70,20020108.2230/
72,20020108.2245/
73,20020108.2300/
71,20020108.2315/
70,20020108.2330/
63,20020108.2345/
63,20020109.0000/
61,20020109.0015/
58,20020109.0030/
54,20020109.0045/
50,20020109.0100/
49,20020109.0115/
47,20020109.0130/
48,20020109.0145/
51,20020109.0200/
53,20020109.0215/
52,20020109.0230/
53,20020109.0245/
49,20020109.0300/
48,20020109.0315/
47,20020109.0330/
42,20020109.0345/
42,20020109.0400/
38,20020109.0415/
42,20020109.0430/
42,20020109.0445/
44,20020109.0500/
51,20020109.0515/
50,20020109.0530/
50,20020109.0545/
51,20020109.0600/
49,20020109.0615/
46,20020109.0630/
49,20020109.0645/
47,20020109.0700/
54,20020109.0715/
54,20020109.0730/
57,20020109.0745/
60,20020109.0800/
57,20020109.0815/
61,20020109.0830/
59,20020109.0845/
59,20020109.0900/
63,20020109.0915/
60,20020109.0930/
62,20020109.0945/
58,20020109.1000/
60,20020109.1015/
62,20020109.1030/
65,20020109.1045/
71,20020109.1100/
75,20020109.1115/
76,20020109.1130/
73,20020109.1145/
71,20020109.1200/
71,20020109.1215/
70,20020109.1230/
73,20020109.1245/
75,20020109.1300/
76,20020109.1315/
80,20020109.1330/
84,20020109.1345/
83,20020109.1400/
85,20020109.1415/
86,20020109.1430/
88,20020109.1445/
89,20020109.1500/
90,20020109.1515/
87,20020109.1530/
89,20020109.1545/
91,20020109.1600/
94,20020109.1615/
97,20020109.1630/
99,20020109.1645/
102,20020109.1700/
102,20020109.1715/
105,20020109.1730/
104,20020109.1745/
105,20020109.1800/
105,20020109.1815/
107,20020109.1830/
105,20020109.1845/
103,20020109.1900/
103,20020109.1915/
100,20020109.1930/
100,20020109.1945/
100,20020109.2000/
100,20020109.2015/
103,20020109.2030/
102,20020109.2045/
95,20020109.2100/
93,20020109.2115/
89,20020109.2130/
91,20020109.2145/
86,20020109.2200/
85,20020109.2215/
83,20020109.2230/
83,20020109.2245/
82,20020109.2300/
79,20020109.2315/
74,20020109.2330/
71,20020109.2345/
67,20020110.0000/
68,20020110.0015/
64,20020110.0030/
63,20020110.0045/
59,20020110.0100/
57,20020110.0115/
55,20020110.0130/
53,20020110.0145/
51,20020110.0200/
48,20020110.0215/
47,20020110.0230/
45,20020110.0245/
45,20020110.0300/
44,20020110.0315/
42,20020110.0330/
41,20020110.0345/
39,20020110.0400/
41,20020110.0415/
39,20020110.0430/
39,20020110.0445/
37,20020110.0500/
36,20020110.0515/
35,20020110.0530/
37,20020110.0545/
38,20020110.0600/
41,20020110.0615/
44,20020110.0630/
46,20020110.0645/
47,20020110.0700/
48,20020110.0715/
46,20020110.0730/
44,20020110.0745/
43,20020110.0800/
45,20020110.0815/
44,20020110.0830/
49,20020110.0845/
48,20020110.0900/
52,20020110.0915/
56,20020110.0930/
56,20020110.0945/
57,20020110.1000/
53,20020110.1015/
56,20020110.1030/
55,20020110.1045/
55,20020110.1100/
56,20020110.1115/
57,20020110.1130/
60,20020110.1145/
64,20020110.1200/
67,20020110.1215/
66,20020110.1230/
68,20020110.1245/
66,20020110.1300/
64,20020110.1315/
66,20020110.1330/
64,20020110.1345/
64,20020110.1400/
66,20020110.1415/
67,20020110.1430/
70,20020110.1445/
78,20020110.1500/
78,20020110.1515/
81,20020110.1530/
84,20020110.1545/
84,20020110.1600/
83,20020110.1615/
86,20020110.1630/
87,20020110.1645/
88,20020110.1700/
89,20020110.1715/
90,20020110.1730/
89,20020110.1745/
91,20020110.1800/
90,20020110.1815/
93,20020110.1830/
97,20020110.1845/
100,20020110.1900/
99,20020110.1915/
97,20020110.1930/
95,20020110.1945/
93,20020110.2000/
91,20020110.2015/
90,20020110.2030/
90,20020110.2045/
92,20020110.2100/
94,20020110.2115/
94,20020110.2130/
91,20020110.2145/
86,20020110.2200/
80,20020110.2215/
76,20020110.2230/
73,20020110.2245/
68,20020110.2300/
67,20020110.2315/
68,20020110.2330/
67,20020110.2345/
64,20020111.0000/
62,20020111.0015/
59,20020111.0030/
54,20020111.0045/
50,20020111.0100/
46,20020111.0115/
42,20020111.0130/
40,20020111.0145/
36,20020111.0200/
34,20020111.0215/
33,20020111.0230/
34,20020111.0245/
33,20020111.0300/
32,20020111.0315/
30,20020111.0330/
26,20020111.0345/
26,20020111.0400/
25,20020111.0415/
24,20020111.0430/
23,20020111.0445/
23,20020111.0500/
22,20020111.0515/
23,20020111.0530/
22,20020111.0545/
23,20020111.0600/
24,20020111.0615/
27,20020111.0630/
26,20020111.0645/
27,20020111.0700/
26,20020111.0715/
28,20020111.0730/
29,20020111.0745/
31,20020111.0800/
33,20020111.0815/
34,20020111.0830/
36,20020111.0845/
36,20020111.0900/
36,20020111.0915/
40,20020111.0930/
42,20020111.0945/
45,20020111.1000/
49,20020111.1015/
49,20020111.1030/
52,20020111.1045/
52,20020111.1100/
51,20020111.1115/
49,20020111.1130/
47,20020111.1145/
48,20020111.1200/
52,20020111.1215/
55,20020111.1230/
58,20020111.1245/
61,20020111.1300/
61,20020111.1315/
61,20020111.1330/
60,20020111.1345/
58,20020111.1400/
60,20020111.1415/
60,20020111.1430/
60,20020111.1445/
62,20020111.1500/
64,20020111.1515/
69,20020111.1530/
69,20020111.1545/
71,20020111.1600/
72,20020111.1615/
75,20020111.1630/
78,20020111.1645/
79,20020111.1700/
82,20020111.1715/
83,20020111.1730/
84,20020111.1745/
84,20020111.1800/
83,20020111.1815/
85,20020111.1830/
86,20020111.1845/
87,20020111.1900/
89,20020111.1915/
91,20020111.1930/
91,20020111.1945/
93,20020111.2000/
92,20020111.2015/
94,20020111.2030/
91,20020111.2045/
89,20020111.2100/
88,20020111.2115/
86,20020111.2130/
83,20020111.2145/
83,20020111.2200/
83,20020111.2215/
81,20020111.2230/
81,20020111.2245/
79,20020111.2300/
76,20020111.2315/
70,20020111.2330/
66,20020111.2345/
60,20020112.0000/
60,20020112.0015/
55,20020112.0030/
54,20020112.0045/
52,20020112.0100/
50,20020112.0115/
51,20020112.0130/
48,20020112.0145/
47,20020112.0200/
43,20020112.0215/
37,20020112.0230/
35,20020112.0245/
31,20020112.0300/
27,20020112.0315/
28,20020112.0330/
26,20020112.0345/
26,20020112.0400/
25,20020112.0415/
25,20020112.0430/
24,20020112.0445/
24,20020112.0500/
24,20020112.0515/
23,20020112.0530/
23,20020112.0545/
22,20020112.0600/
23,20020112.0615/
24,20020112.0630/
23,20020112.0645/
24,20020112.0700/
26,20020112.0715/
27,20020112.0730/
30,20020112.0745/
30,20020112.0800/
29,20020112.0815/
30,20020112.0830/
31,20020112.0845/
34,20020112.0900/
39,20020112.0915/
40,20020112.0930/
44,20020112.0945/
46,20020112.1000/
46,20020112.1015/
44,20020112.1030/
45,20020112.1045/
44,20020112.1100/
47,20020112.1115/
49,20020112.1130/
46,20020112.1145/
48,20020112.1200/
50,20020112.1215/
50,20020112.1230/
52,20020112.1245/
52,20020112.1300/
55,20020112.1315/
55,20020112.1330/
56,20020112.1345/
58,20020112.1400/
58,20020112.1415/
59,20020112.1430/
60,20020112.1445/
64,20020112.1500/
66,20020112.1515/
68,20020112.1530/
70,20020112.1545/
70,20020112.1600/
72,20020112.1615/
76,20020112.1630/
78,20020112.1645/
78,20020112.1700/
79,20020112.1715/
80,20020112.1730/
84,20020112.1745/
88,20020112.1800/
90,20020112.1815/
92,20020112.1830/
93,20020112.1845/
90,20020112.1900/
91,20020112.1915/
88,20020112.1930/
91,20020112.1945/
95,20020112.2000/
96,20020112.2015/
97,20020112.2030/
96,20020112.2045/
95,20020112.2100/
94,20020112.2115/
92,20020112.2130/
89,20020112.2145/
89,20020112.2200/
91,20020112.2215/
90,20020112.2230/
88,20020112.2245/
84,20020112.2300/
82,20020112.2315/
78,20020112.2330/
75,20020112.2345/
73,20020113.0000/
69,20020113.0015/
68,20020113.0030/
64,20020113.0045/
60,20020113.0100/
58,20020113.0115/
53,20020113.0130/
51,20020113.0145/
49,20020113.0200/
48,20020113.0215/
47,20020113.0230/
43,20020113.0245/
41,20020113.0300/
39,20020113.0315/
36,20020113.0330/
32,20020113.0345/
29,20020113.0400/
26,20020113.0415/
24,20020113.0430/
24,20020113.0445/
24,20020113.0500/
25,20020113.0515/
26,20020113.0530/
26,20020113.0545/
23,20020113.0600/
21,20020113.0615/
19,20020113.0630/
21,20020113.0645/
21,20020113.0700/
24,20020113.0715/
27,20020113.0730/
26,20020113.0745/
27,20020113.0800/
28,20020113.0815/
29,20020113.0830/
29,20020113.0845/
30,20020113.0900/
31,20020113.0915/
35,20020113.0930/
43,20020113.0945/
46,20020113.1000/
47,20020113.1015/
48,20020113.1030/
49,20020113.1045/
47,20020113.1100/
46,20020113.1115/
45,20020113.1130/
46,20020113.1145/
47,20020113.1200/
49,20020113.1215/
50,20020113.1230/
53,20020113.1245/
50,20020113.1300/
48,20020113.1315/
48,20020113.1330/
48,20020113.1345/
50,20020113.1400/
49,20020113.1415/
49,20020113.1430/
52,20020113.1445/
57,20020113.1500/
59,20020113.1515/
62,20020113.1530/
65,20020113.1545/
65,20020113.1600/
68,20020113.1615/
68,20020113.1630/
68,20020113.1645/
69,20020113.1700/
71,20020113.1715/
75,20020113.1730/
77,20020113.1745/
78,20020113.1800/
81,20020113.1815/
85,20020113.1830/
90,20020113.1845/
94,20020113.1900/
94,20020113.1915/
94,20020113.1930/
93,20020113.1945/
93,20020113.2000/
94,20020113.2015/
96,20020113.2030/
96,20020113.2045/
98,20020113.2100/
98,20020113.2115/
97,20020113.2130/
95,20020113.2145/
93,20020113.2200/
93,20020113.2215/
92,20020113.2230/
87,20020113.2245/
84,20020113.2300/
82,20020113.2315/
82,20020113.2330/
81,20020113.2345/
81,20020114.0000/
81,20020114.0015/
76,20020114.0030/
72,20020114.0045/
68,20020114.0100/
64,20020114.0115/
61,20020114.0130/
60,20020114.0145/
56,20020114.0200/
51,20020114.0215/
46,20020114.0230/
43,20020114.0245/
39,20020114.0300/
38,20020114.0315/
40,20020114.0330/
34,20020114.0345/
35,20020114.0400/
34,20020114.0415/
33,20020114.0430/
31,20020114.0445/
29,20020114.0500/
24,20020114.0515/
26,20020114.0530/
22,20020114.0545/
22,20020114.0600/
22,20020114.0615/
21,20020114.0630/
24,20020114.0645/
24,20020114.0700/
25,20020114.0715/
27,20020114.0730/
26,20020114.0745/
26,20020114.0800/
28,20020114.0815/
28,20020114.0830/
30,20020114.0845/
32,20020114.0900/
33,20020114.0915/
36,20020114.0930/
39,20020114.0945/
41,20020114.1000/
42,20020114.1015/
42,20020114.1030/
42,20020114.1045/
45,20020114.1100/
45,20020114.1115/
48,20020114.1130/
49,20020114.1145/
52,20020114.1200/
54,20020114.1215/
