Agency_Name,Agency_Code,Program_Name,Program_Code,Tag,Data_File_Name,Data_File_Location,Status,Lat,Lon,Time_Zone,Vertical_Datum,Station_ID,Site_Description,Deployment,Deployment_Position,Vertical_Reference,Site_Mean_Depth,Bad_Data_Code,Email,Variable_ID,DataCategory,Sampling_Rate,Date_Format,Depth_Format,Variable_Name,QC_Code,X,Y,calc_SMD,mAHD
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147037_Tilt_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.18669751,115.7598478,GMT +8,mAHD,6147037,West Port,Floating,m from Surface,Water Surface,,NaN,,var00182,Hydrodynamics,37.5212,yyyy-mm-dd HH:MM:SS,Decimal,Tilt (deg),String,383094.998953481,6438195.98589271,8.2209,-8.2209
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160118_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.878075,115.992278,GMT +8,mAHD,6160118,6160118,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,404687.338728921,6472635.95937123,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160119_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.868417,115.998983,GMT +8,mAHD,6160119,6160119,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,405311.664403834,6473712.39904775,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160121_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.891316,115.975159,GMT +8,mAHD,6160121,6160121,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,403081.976867077,6471153.04695189,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160258_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-32.017126,115.784129,GMT +8,mAHD,6160258,6160258,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,385172.034745728,6457020.0050583,15.0628,-15.0628
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160259_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-32.007069,115.80895,GMT +8,mAHD,6160259,6160259,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,387504.01620765,6458160.96557311,11.3607,-11.3607
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160262_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.963657,115.84878,GMT +8,mAHD,6160262,6160262,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,391215.006143532,6463014.04142155,0.0000,0.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160263_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.954845,115.885341,GMT +8,mAHD,6160263,6160263,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,394659.988536357,6464027.03198377,0.0000,0.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160764_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.939807,115.908173,GMT +8,mAHD,6160764,6160764,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,396801.015964624,6465715.9941151,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160930_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.887654,115.979641,GMT +8,mAHD,6160930,6160930,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,403502.035036109,6471562.97083661,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161086_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.864404,116.009083,GMT +8,mAHD,6161086,6161086,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,406263.025680482,6474165.99956191,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161821_Bottom_Depth_Floating_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.912582,115.961026,GMT +8,mAHD,6161821,6161821,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,401767.963236232,6468783.01619385,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161836_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.0297,115.9421,GMT +8,mAHD,6161836,6161836,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,400105.412218013,6455783.13706407,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161837_Bottom_Depth_Floating_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.027504,115.901182,GMT +8,mAHD,6161837,6161837,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,396238.95683282,6455987.99371263,-5.0000,5.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161838_Bottom_Depth_Floating_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.030813,115.872233,GMT +8,mAHD,6161838,6161838,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,393508.987713267,6455593.00881455,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161854_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.887859,115.989546,GMT +8,mAHD,6161854,6161854,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,404439.031449482,6471549.01791872,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161869_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.994892,115.835349,GMT +8,mAHD,6161869,6161869,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,389983.041608281,6459537.99107257,6.2923,-6.2923
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161870_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.951372,115.9134,GMT +8,mAHD,6161870,6161870,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,397307.961575045,6464438.97945717,-1.0000,1.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161878_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.921404,115.940132,GMT +8,mAHD,6161878,6161878,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,399801.96068701,6467785.97247749,-1.0000,1.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161879_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.89844,115.95925,GMT +8,mAHD,6161879,6161879,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,401584.987920685,6470349.03061466,-2.0000,2.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6162045_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.904373,115.963213,GMT +8,mAHD,6162045,6162045,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,401966.043605378,6469694.95535506,-2.0000,2.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6162300_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.900481,115.961691,GMT +8,mAHD,6162300,6162300,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,401817.990881847,6470125.00152736,-2.0000,2.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6162994_Bottom_Depth_Floating_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.021468,115.921002,GMT +8,mAHD,6162994,6162994,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,398103.969113805,6456675.96054084,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6162995_Bottom_Depth_Floating_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.022513,115.915643,GMT +8,mAHD,6162995,6162995,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,397599.023731983,6456555.05374389,-6.0000,6.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163105_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.0226,115.9267,GMT +8,mAHD,6163105,6163105,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,398643.338660233,6456555.83658786,-6.0000,6.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163119_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.0339,115.949901,GMT +8,mAHD,6163119,6163119,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,400846.601976429,6455324.7499187,-8.0000,8.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163124_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.022888,115.933131,GMT +8,mAHD,6163124,6163124,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,399250.993909188,6456529.92677156,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163126_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.029756,115.944245,GMT +8,mAHD,6163126,6163126,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,400308.029458129,6455778.91113594,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163132_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.026049,115.937828,GMT +8,mAHD,6163132,6163132,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,399698.019224497,6456183.89646719,-8.0000,8.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163179_Bottom_Depth_Floating_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.01678,115.853516,GMT +8,mAHD,6163179,6163179,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,391724.9969105,6457129.99694085,0.0000,0.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163346_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.022423,115.915559,GMT +8,mAHD,6163346,6163346,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,397590.990656847,6456564.95076596,-6.0000,6.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163485_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.922684,115.950949,GMT +8,mAHD,6163485,6163485,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,400826.005513666,6467654.03816811,-2.0000,2.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6163500_Bottom_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.8563,115.9956,GMT +8,mAHD,6163500,6163500,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00179,Hydrodynamics, ,yyyy-mm-dd HH:MM:SS,Decimal,Bottom Depth (m),String,404979.214184045,6475052.58278633,-5.0000,5.0000
