Agency_Name,Agency_Code,Program_Name,Program_Code,Tag,Data_File_Name,Data_File_Location,Status,Lat,Lon,Time_Zone,Vertical_Datum,Station_ID,Site_Description,Deployment,Deployment_Position,Vertical_Reference,Site_Mean_Depth,Bad_Data_Code,Email,Variable_ID,DataCategory,Sampling_Rate,Date_Format,Depth_Format,Variable_Name,QC_Code,X,Y,calc_SMD,mAHD
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142837_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.163896,115.762013,GMT +8,mAHD,6142837,6142837,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,383270.030788373,6440726.04041757,11.0729,-11.0729
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142838_Chlorophyll-a_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.18008,115.742861,GMT +8,mAHD,6142838,6142838,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00014,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Chlorophyll-a (µg/l),String,381485.024216079,6438910.99208106,9.3499,-9.3499
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142839_Chlorophyll-a_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.172872,115.756493,GMT +8,mAHD,6142839,6142839,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00014,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Chlorophyll-a (µg/l),String,382761.01327394,6439724.98833876,9.2997,-9.2997
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142840_Chlorophyll-a_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.172664,115.767558,GMT +8,mAHD,6142840,6142840,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00014,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Chlorophyll-a (µg/l),String,383804.038056816,6439760.051512,9.5181,-9.5181
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142841_Chlorophyll-a_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.163171,115.747006,GMT +8,mAHD,6142841,6142841,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00014,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Chlorophyll-a (µg/l),String,381853.98493403,6440790.03337183,10.0087,-10.0087
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142842_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.153402,115.75522,GMT +8,mAHD,6142842,6142842,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,382616.019399092,6441881.98094736,10.7931,-10.7931
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142843_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.155803,115.752674,GMT +8,mAHD,6142843,6142843,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,382378.996858358,6441613.03474572,10.2783,-10.2783
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142970_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.154551,115.693841,GMT +8,mAHD,6142970,6142970,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,376829.037028266,6441686.0166181,21.3088,-21.3088
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142971_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.152366,115.720158,GMT +8,mAHD,6142971,6142971,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,379308.035761284,6441958.05295309,19.3144,-19.3144
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142972_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.14648,115.756724,GMT +8,mAHD,6142972,6142972,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,382748.995854093,6442650.96876451,10.8501,-10.8501
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142973_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.170703,115.762483,GMT +8,mAHD,6142973,6142973,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,383323.028708968,6439971.9488091,11.1732,-11.1732
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142974_Ammonium_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.197565,115.719833,GMT +8,mAHD,6142974,6142974,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,379337.011375969,6436947.03622679,20.3222,-20.3222
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142975_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.209851,115.759566,GMT +8,mAHD,6142975,6142975,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,383098.047392146,6435628.94743049,12.4997,-12.4997
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142976_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.238934,115.751412,GMT +8,mAHD,6142976,6142976,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,382367.009641208,6432395.97022475,16.8257,-16.8257
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142977_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.2565,115.740864,GMT +8,mAHD,6142977,6142977,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,381396.021917168,6430437.02747939,17.6492,-17.6492
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142978_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.262401,115.714178,GMT +8,mAHD,6142978,6142978,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,378889.997549596,6429753.04576258,18.1561,-18.1561
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142979_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.254165,115.684285,GMT +8,mAHD,6142979,6142979,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,376063.007654797,6430631.95633161,7.9017,-7.9017
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142980_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.229518,115.697969,GMT +8,mAHD,6142980,6142980,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,377318.970886774,6433380.01967024,12.0351,-12.0351
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142981_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.198595,115.684831,GMT +8,mAHD,6142981,6142981,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,376039.022507569,6436793.02770308,6.1499,-6.1499
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142982_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.157758,115.68212,GMT +8,mAHD,6142982,6142982,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,375728.013486434,6441317.02141638,9.9554,-9.9554
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142983_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.248232,115.712531,GMT +8,mAHD,6142983,6142983,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,378716.016929595,6431321.94791973,3.2126,-3.2126
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142984_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.182803,115.73909,GMT +8,mAHD,6142984,6142984,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,381133.032338538,6438604.96608735,10.2600,-10.2600
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142985_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.308838,115.708785,GMT +8,mAHD,6142985,6142985,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,378443.979063265,6424598.95711137,2.9904,-2.9904
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142986_Ammonium_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.336946,115.722167,GMT +8,mAHD,6142986,6142986,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,379741.026788786,6421498.00305798,17.2342,-17.2342
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142987_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.254698,115.740167,GMT +8,mAHD,6142987,6142987,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,381328.018940913,6430636.02416584,18.2605,-18.2605
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142988_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.215297,115.696612,GMT +8,mAHD,6142988,6142988,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,377171.974988112,6434954.9922082,7.7071,-7.7071
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142989_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.198595,115.684831,GMT +8,mAHD,6142989,6142989,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,376039.022507569,6436793.02770308,6.1499,-6.1499
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142990_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.139401,115.652974,GMT +8,mAHD,6142990,6142990,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,372953.954401393,6443318.02190609,8.9561,-8.9561
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6144401_Ammonium_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.250809,115.728321,GMT +8,mAHD,6144401,6144401,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,380206.979603052,6431053.99483879,19.1526,-19.1526
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6144466_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.197784,115.765882,GMT +8,mAHD,6144466,6144466,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,383677.966869684,6436973.51445628,10.4978,-10.4978
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6147030_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.156587,115.70274,GMT +8,mAHD,6147030,6147030,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,377670.99702873,6441470.45975973,22.2603,-22.2603
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6147031_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.250787,115.728332,GMT +8,mAHD,6147031,6147031,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,380207.986993947,6431056.44600565,19.1526,-19.1526
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6147034_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.262388,115.714189,GMT +8,mAHD,6147034,6147034,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,378891.016434441,6429754.49934613,18.1561,-18.1561
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6147035_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.200106,115.740665,GMT +8,mAHD,6147035,6147035,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,381303.98387406,6436688.53883939,16.6408,-16.6408
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160118_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.878075,115.992278,GMT +8,mAHD,6160118,6160118,Integrated,Depth Range,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,404687.338728921,6472635.95937123,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160119_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.868417,115.998983,GMT +8,mAHD,6160119,6160119,Integrated,Depth Range,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,405311.664403834,6473712.39904775,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160258_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-32.017126,115.784129,GMT +8,mAHD,6160258,6160258,Integrated,Depth Range,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,385172.034745728,6457020.0050583,15.0628,-15.0628
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160259_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-32.007069,115.80895,GMT +8,mAHD,6160259,6160259,Integrated,Depth Range,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,387504.01620765,6458160.96557311,11.3607,-11.3607
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160262_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.963657,115.84878,GMT +8,mAHD,6160262,6160262,Integrated,Depth Range,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,391215.006143532,6463014.04142155,0.0000,0.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160263_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.954845,115.885341,GMT +8,mAHD,6160263,6160263,Integrated,Depth Range,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,394659.988536357,6464027.03198377,0.0000,0.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160764_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.939807,115.908173,GMT +8,mAHD,6160764,6160764,Integrated,Depth Range,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,396801.015964624,6465715.9941151,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160930_Ammonium_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.887654,115.979641,GMT +8,mAHD,6160930,6160930,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,403502.035036109,6471562.97083661,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161086_Ammonium_Fixed_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.864404,116.009083,GMT +8,mAHD,6161086,6161086,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,406263.025680482,6474165.99956191,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161821_Ammonium_Fixed_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.912582,115.961026,GMT +8,mAHD,6161821,6161821,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,401767.963236232,6468783.01619385,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161836_Ammonium_Floating_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.0297,115.9421,GMT +8,mAHD,6161836,6161836,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,400105.412218013,6455783.13706407,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161837_Ammonium_Floating_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.027504,115.901182,GMT +8,mAHD,6161837,6161837,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,396238.95683282,6455987.99371263,-5.0000,5.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161838_Ammonium_Floating_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.030813,115.872233,GMT +8,mAHD,6161838,6161838,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,393508.987713267,6455593.00881455,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161854_Ammonium_Fixed_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.887859,115.989546,GMT +8,mAHD,6161854,6161854,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,404439.031449482,6471549.01791872,-4.0000,4.0000
