Agency_Name,Agency_Code,Program_Name,Program_Code,Tag,Data_File_Name,Data_File_Location,Status,Lat,Lon,Time_Zone,Vertical_Datum,Station_ID,Site_Description,Deployment,Deployment_Position,Vertical_Reference,Site_Mean_Depth,Bad_Data_Code,Email,Variable_ID,DataCategory,Sampling_Rate,Date_Format,Depth_Format,Variable_Name,QC_Code,X,Y,calc_SMD,mAHD
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142837_Light_Attenuation_Coefficient_Profile_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.163896,115.762013,GMT +8,mAHD,6142837,6142837,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,383270.030788373,6440726.04041757,11.0729,-11.0729
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142842_Light_Attenuation_Coefficient_Profile_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.153402,115.75522,GMT +8,mAHD,6142842,6142842,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,382616.019399092,6441881.98094736,10.7931,-10.7931
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142843_Light_Attenuation_Coefficient_Profile_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.155803,115.752674,GMT +8,mAHD,6142843,6142843,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,382378.996858358,6441613.03474572,10.2783,-10.2783
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142970_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.154551,115.693841,GMT +8,mAHD,6142970,6142970,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,376829.037028266,6441686.0166181,21.3088,-21.3088
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142971_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.152366,115.720158,GMT +8,mAHD,6142971,6142971,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,379308.035761284,6441958.05295309,19.3144,-19.3144
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142972_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.14648,115.756724,GMT +8,mAHD,6142972,6142972,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,382748.995854093,6442650.96876451,10.8501,-10.8501
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142973_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.170703,115.762483,GMT +8,mAHD,6142973,6142973,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,383323.028708968,6439971.9488091,11.1732,-11.1732
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142974_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.197565,115.719833,GMT +8,mAHD,6142974,6142974,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,379337.011375969,6436947.03622679,20.3222,-20.3222
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142975_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.209851,115.759566,GMT +8,mAHD,6142975,6142975,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,383098.047392146,6435628.94743049,12.4997,-12.4997
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142976_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.238934,115.751412,GMT +8,mAHD,6142976,6142976,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,382367.009641208,6432395.97022475,16.8257,-16.8257
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142977_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.2565,115.740864,GMT +8,mAHD,6142977,6142977,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,381396.021917168,6430437.02747939,17.6492,-17.6492
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142978_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.262401,115.714178,GMT +8,mAHD,6142978,6142978,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,378889.997549596,6429753.04576258,18.1561,-18.1561
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142979_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.254165,115.684285,GMT +8,mAHD,6142979,6142979,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,376063.007654797,6430631.95633161,7.9017,-7.9017
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142980_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.229518,115.697969,GMT +8,mAHD,6142980,6142980,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,377318.970886774,6433380.01967024,12.0351,-12.0351
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142981_Light_Attenuation_Coefficient_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.198595,115.684831,GMT +8,mAHD,6142981,6142981,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,376039.022507569,6436793.02770308,6.1499,-6.1499
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142982_Light_Attenuation_Coefficient_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.157758,115.68212,GMT +8,mAHD,6142982,6142982,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,375728.013486434,6441317.02141638,9.9554,-9.9554
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142983_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.248232,115.712531,GMT +8,mAHD,6142983,6142983,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,378716.016929595,6431321.94791973,3.2126,-3.2126
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142984_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.182803,115.73909,GMT +8,mAHD,6142984,6142984,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,381133.032338538,6438604.96608735,10.2600,-10.2600
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142985_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.308838,115.708785,GMT +8,mAHD,6142985,6142985,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,378443.979063265,6424598.95711137,2.9904,-2.9904
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142986_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.336946,115.722167,GMT +8,mAHD,6142986,6142986,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,379741.026788786,6421498.00305798,17.2342,-17.2342
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142987_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.254698,115.740167,GMT +8,mAHD,6142987,6142987,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,381328.018940913,6430636.02416584,18.2605,-18.2605
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142988_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.215297,115.696612,GMT +8,mAHD,6142988,6142988,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,377171.974988112,6434954.9922082,7.7071,-7.7071
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142989_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.198595,115.684831,GMT +8,mAHD,6142989,6142989,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,376039.022507569,6436793.02770308,6.1499,-6.1499
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142990_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.139401,115.652974,GMT +8,mAHD,6142990,6142990,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,372953.954401393,6443318.02190609,8.9561,-8.9561
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6144401_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.250809,115.728321,GMT +8,mAHD,6144401,6144401,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,380206.979603052,6431053.99483879,19.1526,-19.1526
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6144466_Light_Attenuation_Coefficient_Floating_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.197784,115.765882,GMT +8,mAHD,6144466,6144466,Floating,0.5m from Surface,m from Surface,,NaN,wir@water.wa.gov.au,var00216,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Light Attenuation Coefficient (m-1),String,383677.966869684,6436973.51445628,10.4978,-10.4978
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147030_Spectral_Radiative_Flux_(WL_-_410µW)_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.15660018,115.7027292,GMT +8,mAHD,6147030,North Cockburn Sound 4,Profile,m from Surface,Water Surface,,NaN,,var00183,Light,7.4199,yyyy-mm-dd HH:MM:SS,Decimal,Spectral Radiative Flux (WL - 410µW) (µW/cm2/nm),String,377669.996144803,6441468.98638082,22.2603,-22.2603
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147031_Spectral_Radiative_Flux_(WL_-_410µW)_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.25080006,115.7283213,GMT +8,mAHD,6147031,South Cockburn Sound 13,Profile,m from Surface,Water Surface,,NaN,,var00183,Light,4.8284,yyyy-mm-dd HH:MM:SS,Decimal,Spectral Radiative Flux (WL - 410µW) (µW/cm2/nm),String,380206.996125176,6431054.98625033,19.1526,-19.1526
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147032_Photosynthetically_Active_Photon_Flux_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.19228159,115.7452496,GMT +8,mAHD,6147032,Eastern Margin Seagrass,Floating,m from Surface,Water Surface,,NaN,,var00323,Light,35.7979,yyyy-mm-dd HH:MM:SS,Decimal,Photosynthetically Active Photon Flux (µmol/m2/s),String,381726.003171579,6437560.98617941,4.7447,-4.7447
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147033_Photosynthetically_Active_Photon_Flux_Bottom_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.27286493,115.7026804,GMT +8,mAHD,6147033,Mangles Bay,Fixed,0.5m from Seabed,m from Seabed,,NaN,,var00323,Light,29.2993,yyyy-mm-dd HH:MM:SS,Decimal,Photosynthetically Active Photon Flux (µmol/m2/s),String,377820.997899946,6428579.98590966,1.0477,-1.0477
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147034_Spectral_Radiative_Flux_(WL_-_410µW)_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.26240154,115.714178,GMT +8,mAHD,6147034,South 2 - Cockburn Sound 11,Profile,m from Surface,Water Surface,,NaN,,var00183,Light,5.7014,yyyy-mm-dd HH:MM:SS,Decimal,Spectral Radiative Flux (WL - 410µW) (µW/cm2/nm),String,378889.998266851,6429752.98589864,18.1561,-18.1561
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147035_Spectral_Radiative_Flux_(WL_-_410µW)_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.2001199,115.7406544,GMT +8,mAHD,6147035,Cockburn Sound - Desalination Plant,Profile,m from Surface,Water Surface,,NaN,,var00183,Light,6.7368,yyyy-mm-dd HH:MM:SS,Decimal,Spectral Radiative Flux (WL - 410µW) (µW/cm2/nm),String,381303.002773911,6436686.98621402,16.6408,-16.6408
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147036_Photosynthetically_Active_Photon_Flux_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.15743127,115.6793039,GMT +8,mAHD,6147036,North East - Garden Island Seagrass,Floating,m from Surface,Water Surface,,NaN,,var00323,Light,30.6762,yyyy-mm-dd HH:MM:SS,Decimal,Photosynthetically Active Photon Flux (µmol/m2/s),String,375461.999033436,6441349.98677602,5.2807,-5.2807
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147037_Photosynthetically_Active_Photon_Flux_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.18669751,115.7598478,GMT +8,mAHD,6147037,West Port,Floating,m from Surface,Water Surface,,NaN,,var00323,Light,37.5212,yyyy-mm-dd HH:MM:SS,Decimal,Photosynthetically Active Photon Flux (µmol/m2/s),String,383094.998953481,6438195.98589271,8.2209,-8.2209
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160118_Secchi_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.878075,115.992278,GMT +8,mAHD,6160118,6160118,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00140,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Secchi Depth (m),String,404687.338728921,6472635.95937123,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160119_Secchi_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.868417,115.998983,GMT +8,mAHD,6160119,6160119,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00140,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Secchi Depth (m),String,405311.664403834,6473712.39904775,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160121_Secchi_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.891316,115.975159,GMT +8,mAHD,6160121,6160121,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00140,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Secchi Depth (m),String,403081.976867077,6471153.04695189,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160258_Secchi_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-32.017126,115.784129,GMT +8,mAHD,6160258,6160258,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00140,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Secchi Depth (m),String,385172.034745728,6457020.0050583,15.0628,-15.0628
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160259_Secchi_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-32.007069,115.80895,GMT +8,mAHD,6160259,6160259,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00140,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Secchi Depth (m),String,387504.01620765,6458160.96557311,11.3607,-11.3607
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160262_Secchi_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.963657,115.84878,GMT +8,mAHD,6160262,6160262,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00140,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Secchi Depth (m),String,391215.006143532,6463014.04142155,0.0000,0.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160263_Secchi_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.954845,115.885341,GMT +8,mAHD,6160263,6160263,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00140,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Secchi Depth (m),String,394659.988536357,6464027.03198377,0.0000,0.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6160487_Secchi_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.023285,115.884958,GMT +8,mAHD,6160487,6160487,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00140,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Secchi Depth (m),String,394702.017679055,6456439.97946043,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160764_Secchi_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.939807,115.908173,GMT +8,mAHD,6160764,6160764,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00140,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Secchi Depth (m),String,396801.015964624,6465715.9941151,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160930_Secchi_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.887654,115.979641,GMT +8,mAHD,6160930,6160930,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00140,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Secchi Depth (m),String,403502.035036109,6471562.97083661,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161086_Secchi_Depth_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.864404,116.009083,GMT +8,mAHD,6161086,6161086,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00140,Light, ,yyyy-mm-dd HH:MM:SS,Decimal,Secchi Depth (m),String,406263.025680482,6474165.99956191,-4.0000,4.0000
