Agency_Name,Agency_Code,Program_Name,Program_Code,Tag,Data_File_Name,Data_File_Location,Status,Lat,Lon,Time_Zone,Vertical_Datum,Station_ID,Site_Description,Deployment,Deployment_Position,Vertical_Reference,Site_Mean_Depth,Bad_Data_Code,Email,Variable_ID,DataCategory,Sampling_Rate,Date_Format,Depth_Format,Variable_Name,QC_Code,X,Y,calc_SMD,mAHD
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142978_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.262401,115.714178,GMT +8,mAHD,6142978,6142978,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,378889.997549596,6429753.04576258,18.1561,-18.1561
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142980_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.229518,115.697969,GMT +8,mAHD,6142980,6142980,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,377318.970886774,6433380.01967024,12.0351,-12.0351
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142983_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.248232,115.712531,GMT +8,mAHD,6142983,6142983,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,378716.016929595,6431321.94791973,3.2126,-3.2126
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142984_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.182803,115.73909,GMT +8,mAHD,6142984,6142984,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,381133.032338538,6438604.96608735,10.2600,-10.2600
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142985_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.308838,115.708785,GMT +8,mAHD,6142985,6142985,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,378443.979063265,6424598.95711137,2.9904,-2.9904
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142986_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.336946,115.722167,GMT +8,mAHD,6142986,6142986,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,379741.026788786,6421498.00305798,17.2342,-17.2342
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142987_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.254698,115.740167,GMT +8,mAHD,6142987,6142987,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,381328.018940913,6430636.02416584,18.2605,-18.2605
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142988_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.215297,115.696612,GMT +8,mAHD,6142988,6142988,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,377171.974988112,6434954.9922082,7.7071,-7.7071
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142989_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.198595,115.684831,GMT +8,mAHD,6142989,6142989,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,376039.022507569,6436793.02770308,6.1499,-6.1499
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6144401_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.250809,115.728321,GMT +8,mAHD,6144401,6144401,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,380206.979603052,6431053.99483879,19.1526,-19.1526
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6144466_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.197784,115.765882,GMT +8,mAHD,6144466,6144466,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,383677.966869684,6436973.51445628,10.4978,-10.4978
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147030_Turbidity_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.15660018,115.7027292,GMT +8,mAHD,6147030,North Cockburn Sound 4,Profile,m from Surface,Water Surface,,NaN,,var00013,Water Quality (Light),7.2493,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,377669.996144803,6441468.98638082,22.2603,-22.2603
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147031_Turbidity_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.25080006,115.7283213,GMT +8,mAHD,6147031,South Cockburn Sound 13,Profile,m from Surface,Water Surface,,NaN,,var00013,Water Quality (Light),4.9437,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,380206.996125176,6431054.98625033,19.1526,-19.1526
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147032_Turbidity_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.19228159,115.7452496,GMT +8,mAHD,6147032,Eastern Margin Seagrass,Floating,m from Surface,Water Surface,,NaN,,var00013,Water Quality (Light),30.2109,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,381726.003171579,6437560.98617941,4.7447,-4.7447
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147033_Turbidity_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.27286493,115.7026804,GMT +8,mAHD,6147033,Mangles Bay,Floating,m from Surface,Water Surface,,NaN,,var00013,Water Quality (Light),29.4130,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,377820.997899946,6428579.98590966,1.0477,-1.0477
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147034_Turbidity_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.26240154,115.714178,GMT +8,mAHD,6147034,South 2 - Cockburn Sound 11,Profile,m from Surface,Water Surface,,NaN,,var00013,Water Quality (Light),6.2624,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,378889.998266851,6429752.98589864,18.1561,-18.1561
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147035_Turbidity_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.2001199,115.7406544,GMT +8,mAHD,6147035,Cockburn Sound - Desalination Plant,Profile,m from Surface,Water Surface,,NaN,,var00013,Water Quality (Light),6.7368,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,381303.002773911,6436686.98621402,16.6408,-16.6408
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147036_Turbidity_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.15743127,115.6793039,GMT +8,mAHD,6147036,North East - Garden Island Seagrass,Floating,m from Surface,Water Surface,,NaN,,var00013,Water Quality (Light),30.4088,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,375461.999033436,6441349.98677602,5.2807,-5.2807
Department of Water and Environmental Regulation,DWER,Cockburn Sound Marine Water Quality Monitoring,CSMOORING,DWER-CSMOORING,D:\csiem\data-warehouse\csv\dwer\csmooring\dwermooring6147037_Turbidity_DATA.csv,data-warehouse/csv/dwer/csmooring_v2,Inactive,-32.18669751,115.7598478,GMT +8,mAHD,6147037,West Port,Floating,m from Surface,Water Surface,,NaN,,var00013,Water Quality (Light),22.9056,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,383094.998953481,6438195.98589271,8.2209,-8.2209
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160118_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.878075,115.992278,GMT +8,mAHD,6160118,6160118,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,404687.338728921,6472635.95937123,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160119_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.868417,115.998983,GMT +8,mAHD,6160119,6160119,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,405311.664403834,6473712.39904775,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160121_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Inactive,-31.891316,115.975159,GMT +8,mAHD,6160121,6160121,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,403081.976867077,6471153.04695189,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160258_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-32.017126,115.784129,GMT +8,mAHD,6160258,6160258,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,385172.034745728,6457020.0050583,15.0628,-15.0628
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160259_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-32.007069,115.80895,GMT +8,mAHD,6160259,6160259,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,387504.01620765,6458160.96557311,11.3607,-11.3607
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160262_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.963657,115.84878,GMT +8,mAHD,6160262,6160262,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,391215.006143532,6463014.04142155,0.0000,0.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160263_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.954845,115.885341,GMT +8,mAHD,6160263,6160263,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,394659.988536357,6464027.03198377,0.0000,0.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6160487_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.023285,115.884958,GMT +8,mAHD,6160487,6160487,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,394702.017679055,6456439.97946043,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160764_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.939807,115.908173,GMT +8,mAHD,6160764,6160764,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,396801.015964624,6465715.9941151,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6160930_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.887654,115.979641,GMT +8,mAHD,6160930,6160930,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,403502.035036109,6471562.97083661,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161086_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.864404,116.009083,GMT +8,mAHD,6161086,6161086,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,406263.025680482,6474165.99956191,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161821_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.912582,115.961026,GMT +8,mAHD,6161821,6161821,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,401767.963236232,6468783.01619385,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161836_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.0297,115.9421,GMT +8,mAHD,6161836,6161836,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,400105.412218013,6455783.13706407,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161837_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.027504,115.901182,GMT +8,mAHD,6161837,6161837,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,396238.95683282,6455987.99371263,-5.0000,5.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161838_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.030813,115.872233,GMT +8,mAHD,6161838,6161838,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,393508.987713267,6455593.00881455,-3.0000,3.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161854_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.887859,115.989546,GMT +8,mAHD,6161854,6161854,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,404439.031449482,6471549.01791872,-4.0000,4.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161869_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.994892,115.835349,GMT +8,mAHD,6161869,6161869,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,389983.041608281,6459537.99107257,6.2923,-6.2923
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161870_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.951372,115.9134,GMT +8,mAHD,6161870,6161870,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,397307.961575045,6464438.97945717,-1.0000,1.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161878_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.921404,115.940132,GMT +8,mAHD,6161878,6161878,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,399801.96068701,6467785.97247749,-1.0000,1.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6161879_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.89844,115.95925,GMT +8,mAHD,6161879,6161879,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,401584.987920685,6470349.03061466,-2.0000,2.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6161892_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Inactive,-32.019964,115.927744,GMT +8,mAHD,6161892,6161892,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,398739.033577859,6456849.01983739,-6.0000,6.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6162045_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.904373,115.963213,GMT +8,mAHD,6162045,6162045,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,401966.043605378,6469694.95535506,-2.0000,2.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANEST,DWER-SWANEST,s6162300_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swanest,Active,-31.900481,115.961691,GMT +8,mAHD,6162300,6162300,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,401817.990881847,6470125.00152736,-2.0000,2.0000
Department of Water and Environmental Regulation,DWER,Estuary,SWANCATCH,DWER-SWANCATCH,s6162925_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/swancatch,Active,-31.87615,116.017298,GMT +8,mAHD,6162925,6162925,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,407051.959600386,6472871.0519946,-14.0000,14.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6162994_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.021468,115.921002,GMT +8,mAHD,6162994,6162994,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,398103.969113805,6456675.96054084,-7.0000,7.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6162995_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.022513,115.915643,GMT +8,mAHD,6162995,6162995,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,397599.023731983,6456555.05374389,-6.0000,6.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163105_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.0226,115.9267,GMT +8,mAHD,6163105,6163105,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,398643.338660233,6456555.83658786,-6.0000,6.0000
Department of Water and Environmental Regulation,DWER,Estuary,CANEST,DWER-CANEST,s6163119_Turbidity_Profile_DATA.csv,data-warehouse/csv/dwer/canest,Active,-32.0339,115.949901,GMT +8,mAHD,6163119,6163119,Profile,m from Surface,Water Surface,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,400846.601976429,6455324.7499187,-8.0000,8.0000
