#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: FFFBH01_02_1988
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19880101 TO 19881231
#LOCATION: Fremantle Fishing Boat Harbour
#Station Status:  Updated
#Lat: -32.065556  Long: 115.748056
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle 1949     which is   2.752   m below Benchmark   DMH 098   
#National Station ID:   NA
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
00056,19880101.0000/
00055,19880101.0015/
00054,19880101.0030/
00049,19880101.0045/
00045,19880101.0100/
00042,19880101.0115/
00040,19880101.0130/
00037,19880101.0145/
00034,19880101.0200/
00034,19880101.0215/
00032,19880101.0230/
00031,19880101.0245/
00029,19880101.0300/
00027,19880101.0315/
00025,19880101.0330/
00024,19880101.0345/
00021,19880101.0400/
00022,19880101.0415/
00052,19880102.1445/
00056,19880102.1500/
00059,19880102.1515/
00060,19880102.1530/
00062,19880102.1545/
00063,19880102.1600/
00068,19880102.1615/
00071,19880102.1630/
00071,19880102.1645/
00073,19880102.1700/
00076,19880102.1715/
00078,19880102.1730/
00077,19880102.1745/
00079,19880102.1800/
00080,19880102.1815/
00082,19880102.1830/
00085,19880102.1845/
00085,19880102.1900/
00086,19880102.1915/
00087,19880102.1930/
00088,19880102.1945/
00088,19880102.2000/
00087,19880102.2015/
00087,19880102.2030/
00085,19880102.2045/
00085,19880102.2100/
00082,19880102.2115/
00081,19880102.2130/
00078,19880102.2145/
00077,19880102.2200/
00076,19880102.2215/
00076,19880102.2230/
00072,19880102.2245/
00069,19880102.2300/
00067,19880102.2315/
00066,19880102.2330/
00059,19880102.2345/
00055,19880103.0000/
00050,19880103.0015/
00047,19880103.0030/
00046,19880103.0045/
00044,19880103.0100/
00040,19880103.0115/
00039,19880103.0130/
00038,19880103.0145/
00038,19880103.0200/
00034,19880103.0215/
00033,19880103.0230/
00028,19880103.0245/
00023,19880103.0300/
00020,19880103.0315/
00017,19880103.0330/
00014,19880103.0345/
00013,19880103.0400/
00011,19880103.0415/
00012,19880103.0430/
00013,19880103.0445/
00013,19880103.0500/
00011,19880103.0515/
00009,19880103.0530/
00008,19880103.0545/
00010,19880103.0600/
00007,19880103.0615/
00006,19880103.0630/
00007,19880103.0645/
00010,19880103.0700/
00011,19880103.0715/
00013,19880103.0730/
00014,19880103.0745/
00014,19880103.0800/
00014,19880103.0815/
00014,19880103.0830/
00018,19880103.0845/
00019,19880103.0900/
00019,19880103.0915/
00025,19880103.0930/
00025,19880103.0945/
00025,19880103.1000/
00027,19880103.1015/
00028,19880103.1030/
00031,19880103.1045/
00028,19880103.1100/
00031,19880103.1115/
00035,19880103.1130/
00035,19880103.1145/
00036,19880103.1200/
00039,19880103.1215/
00038,19880103.1230/
00040,19880103.1245/
00042,19880103.1300/
00040,19880103.1315/
00043,19880103.1330/
00043,19880103.1345/
00046,19880103.1400/
00044,19880103.1415/
00046,19880103.1430/
00051,19880103.1445/
00053,19880103.1500/
00055,19880103.1515/
00056,19880103.1530/
00056,19880103.1545/
00062,19880103.1600/
00062,19880103.1615/
00064,19880103.1630/
00067,19880103.1645/
00069,19880103.1700/
00072,19880103.1715/
00075,19880103.1730/
00075,19880103.1745/
00078,19880103.1800/
00080,19880103.1815/
00080,19880103.1830/
00084,19880103.1845/
00087,19880103.1900/
00087,19880103.1915/
00087,19880103.1930/
00089,19880103.1945/
00088,19880103.2000/
00088,19880103.2015/
00090,19880103.2030/
00088,19880103.2045/
00090,19880103.2100/
00090,19880103.2115/
00087,19880103.2130/
00087,19880103.2145/
00087,19880103.2200/
00084,19880103.2215/
00083,19880103.2230/
00077,19880103.2245/
00075,19880103.2300/
00073,19880103.2315/
00071,19880103.2330/
00073,19880103.2345/
00067,19880104.0000/
00067,19880104.0015/
00066,19880104.0030/
00060,19880104.0045/
00058,19880104.0100/
00052,19880104.0115/
00048,19880104.0130/
00045,19880104.0145/
00042,19880104.0200/
00042,19880104.0215/
00041,19880104.0230/
00037,19880104.0245/
00034,19880104.0300/
00033,19880104.0315/
00031,19880104.0330/
00029,19880104.0345/
00027,19880104.0400/
00024,19880104.0415/
00025,19880104.0430/
00024,19880104.0445/
00020,19880104.0500/
00020,19880104.0515/
00021,19880104.0530/
00019,19880104.0545/
00020,19880104.0600/
00021,19880104.0615/
00018,19880104.0630/
00019,19880104.0645/
00018,19880104.0700/
00018,19880104.0715/
00021,19880104.0730/
00020,19880104.0745/
00022,19880104.0800/
00026,19880104.0815/
00026,19880104.0830/
00030,19880104.0845/
00031,19880104.0900/
00028,19880104.0915/
00032,19880104.0930/
00034,19880104.0945/
00032,19880104.1000/
00037,19880104.1015/
00038,19880104.1030/
00039,19880104.1045/
00043,19880104.1100/
00042,19880104.1115/
00042,19880104.1130/
00047,19880104.1145/
00046,19880104.1200/
00047,19880104.1215/
00048,19880104.1230/
00048,19880104.1245/
00047,19880104.1300/
00049,19880104.1315/
00051,19880104.1330/
00052,19880104.1345/
00051,19880104.1400/
00055,19880104.1415/
00055,19880104.1430/
00055,19880104.1445/
00059,19880104.1500/
00061,19880104.1515/
00064,19880104.1530/
00066,19880104.1545/
00066,19880104.1600/
00071,19880104.1615/
00074,19880104.1630/
00077,19880104.1645/
00079,19880104.1700/
00078,19880104.1715/
00080,19880104.1730/
00082,19880104.1745/
00086,19880104.1800/
00087,19880104.1815/
00088,19880104.1830/
00091,19880104.1845/
00096,19880104.1900/
00096,19880104.1915/
00094,19880104.1930/
00097,19880104.1945/
00099,19880104.2000/
00099,19880104.2015/
00105,19880104.2030/
00105,19880104.2045/
00102,19880104.2100/
00105,19880104.2115/
00102,19880104.2130/
00101,19880104.2145/
00102,19880104.2200/
00098,19880104.2215/
00095,19880104.2230/
00096,19880104.2245/
00095,19880104.2300/
00092,19880104.2315/
00092,19880104.2330/
00089,19880104.2345/
00089,19880105.0000/
00085,19880105.0015/
00082,19880105.0030/
00081,19880105.0045/
00076,19880105.0100/
00068,19880105.0115/
00068,19880105.0130/
00068,19880105.0145/
00065,19880105.0200/
00062,19880105.0215/
00059,19880105.0230/
00054,19880105.0245/
00051,19880105.0300/
00052,19880105.0315/
00046,19880105.0330/
00045,19880105.0345/
00046,19880105.0400/
00041,19880105.0415/
00040,19880105.0430/
00043,19880105.0445/
00040,19880105.0500/
00040,19880105.0515/
00038,19880105.0530/
00038,19880105.0545/
00040,19880105.0600/
00033,19880105.0615/
00034,19880105.0630/
00035,19880105.0645/
00031,19880105.0700/
00036,19880105.0715/
00034,19880105.0730/
00033,19880105.0745/
00037,19880105.0800/
00037,19880105.0815/
00044,19880105.0830/
00044,19880105.0845/
00039,19880105.0900/
00045,19880105.0915/
00043,19880105.0930/
00040,19880105.0945/
00045,19880105.1000/
00046,19880105.1015/
00052,19880105.1030/
00052,19880105.1045/
00052,19880105.1100/
00056,19880105.1115/
00051,19880105.1130/
00053,19880105.1145/
00053,19880105.1200/
00050,19880105.1215/
00051,19880105.1230/
00050,19880105.1245/
00054,19880105.1300/
00060,19880105.1315/
00059,19880105.1330/
00059,19880105.1345/
00058,19880105.1400/
00061,19880105.1415/
00058,19880105.1430/
00065,19880105.1445/
00061,19880105.1500/
00061,19880105.1515/
00066,19880105.1530/
00062,19880105.1545/
00068,19880105.1600/
00069,19880105.1615/
00067,19880105.1630/
00071,19880105.1645/
00074,19880105.1700/
00076,19880105.1715/
00081,19880105.1730/
00077,19880105.1745/
00084,19880105.1800/
00083,19880105.1815/
00083,19880105.1830/
00084,19880105.1845/
00090,19880105.1900/
00091,19880105.1915/
00095,19880105.1930/
00099,19880105.1945/
00101,19880105.2000/
00106,19880105.2015/
00100,19880105.2030/
00099,19880105.2045/
00102,19880105.2100/
00098,19880105.2115/
00102,19880105.2130/
00102,19880105.2145/
00100,19880105.2200/
00101,19880105.2215/
00101,19880105.2230/
00098,19880105.2245/
00099,19880105.2300/
00099,19880105.2315/
00094,19880105.2330/
00093,19880105.2345/
00089,19880106.0000/
00088,19880106.0015/
00089,19880106.0030/
00084,19880106.0045/
00082,19880106.0100/
00080,19880106.0115/
00073,19880106.0130/
00074,19880106.0145/
00072,19880106.0200/
00068,19880106.0215/
00066,19880106.0230/
00061,19880106.0245/
00060,19880106.0300/
00057,19880106.0315/
00054,19880106.0330/
00054,19880106.0345/
00047,19880106.0400/
00045,19880106.0415/
00047,19880106.0430/
00048,19880106.0445/
00043,19880106.0500/
00042,19880106.0515/
00045,19880106.0530/
00043,19880106.0545/
00043,19880106.0600/
00040,19880106.0615/
00038,19880106.0630/
00038,19880106.0645/
00040,19880106.0700/
00037,19880106.0715/
00035,19880106.0730/
00034,19880106.0745/
00035,19880106.0800/
00036,19880106.0815/
00037,19880106.0830/
00039,19880106.0845/
00040,19880106.0900/
00041,19880106.0915/
00042,19880106.0930/
00043,19880106.0945/
00043,19880106.1000/
00048,19880106.1015/
00047,19880106.1030/
00045,19880106.1045/
00049,19880106.1100/
00047,19880106.1115/
00047,19880106.1130/
00048,19880106.1145/
00055,19880106.1200/
00058,19880106.1215/
00056,19880106.1230/
00057,19880106.1245/
00057,19880106.1300/
00054,19880106.1315/
00053,19880106.1330/
00052,19880106.1345/
00051,19880106.1400/
00054,19880106.1415/
00053,19880106.1430/
00056,19880106.1445/
00059,19880106.1500/
00056,19880106.1515/
00058,19880106.1530/
00058,19880106.1545/
00061,19880106.1600/
00059,19880106.1615/
00061,19880106.1630/
00065,19880106.1645/
00065,19880106.1700/
00069,19880106.1715/
00072,19880106.1730/
00072,19880106.1745/
00074,19880106.1800/
00078,19880106.1815/
00082,19880106.1830/
00080,19880106.1845/
00085,19880106.1900/
00084,19880106.1915/
00084,19880106.1930/
00088,19880106.1945/
00087,19880106.2000/
00090,19880106.2015/
00089,19880106.2030/
00091,19880106.2045/
00094,19880106.2100/
00096,19880106.2115/
00097,19880106.2130/
00096,19880106.2145/
00097,19880106.2200/
00096,19880106.2215/
00095,19880106.2230/
00090,19880106.2245/
00087,19880106.2300/
00090,19880106.2315/
00092,19880106.2330/
00089,19880106.2345/
00088,19880107.0000/
00086,19880107.0015/
00083,19880107.0030/
00083,19880107.0045/
00076,19880107.0100/
00072,19880107.0115/
00069,19880107.0130/
00067,19880107.0145/
00068,19880107.0200/
00066,19880107.0215/
00063,19880107.0230/
00061,19880107.0245/
00056,19880107.0300/
00054,19880107.0315/
00048,19880107.0330/
00046,19880107.0345/
00046,19880107.0400/
00041,19880107.0415/
00038,19880107.0430/
00038,19880107.0445/
00034,19880107.0500/
00033,19880107.0515/
00036,19880107.0530/
00034,19880107.0545/
00035,19880107.0600/
00032,19880107.0615/
00031,19880107.0630/
00031,19880107.0645/
00030,19880107.0700/
00030,19880107.0715/
00029,19880107.0730/
00027,19880107.0745/
00030,19880107.0800/
00030,19880107.0815/
00029,19880107.0830/
00029,19880107.0845/
00034,19880107.0900/
00036,19880107.0915/
00036,19880107.0930/
00037,19880107.0945/
00037,19880107.1000/
00038,19880107.1015/
00041,19880107.1030/
00040,19880107.1045/
00038,19880107.1100/
00040,19880107.1115/
00042,19880107.1130/
00043,19880107.1145/
00045,19880107.1200/
00046,19880107.1215/
00049,19880107.1230/
00048,19880107.1245/
00046,19880107.1300/
00047,19880107.1315/
00048,19880107.1330/
00046,19880107.1345/
00047,19880107.1400/
00048,19880107.1415/
00046,19880107.1430/
00047,19880107.1445/
00049,19880107.1500/
00048,19880107.1515/
00051,19880107.1530/
00051,19880107.1545/
00052,19880107.1600/
00051,19880107.1615/
00052,19880107.1630/
00053,19880107.1645/
00055,19880107.1700/
00059,19880107.1715/
00058,19880107.1730/
00060,19880107.1745/
00064,19880107.1800/
00067,19880107.1815/
00066,19880107.1830/
00064,19880107.1845/
00068,19880107.1900/
00071,19880107.1915/
00068,19880107.1930/
00073,19880107.1945/
00076,19880107.2000/
00074,19880107.2015/
00078,19880107.2030/
00078,19880107.2045/
00078,19880107.2100/
00080,19880107.2115/
00081,19880107.2130/
00077,19880107.2145/
00082,19880107.2200/
00082,19880107.2215/
00082,19880107.2230/
00083,19880107.2245/
00078,19880107.2300/
00081,19880107.2315/
00081,19880107.2330/
00079,19880107.2345/
00076,19880108.0000/
00076,19880108.0015/
00079,19880108.0030/
00073,19880108.0045/
00071,19880108.0100/
00070,19880108.0115/
00068,19880108.0130/
00065,19880108.0145/
00066,19880108.0200/
00064,19880108.0215/
00063,19880108.0230/
00063,19880108.0245/
00053,19880108.0300/
00052,19880108.0315/
00050,19880108.0330/
00045,19880108.0345/
00045,19880108.0400/
00040,19880108.0415/
00039,19880108.0430/
00043,19880108.0445/
00040,19880108.0500/
00035,19880108.0515/
00035,19880108.0530/
00032,19880108.0545/
00030,19880108.0600/
00029,19880108.0615/
00030,19880108.0630/
00028,19880108.0645/
00030,19880108.0700/
00030,19880108.0715/
00032,19880108.0730/
00034,19880108.0745/
00032,19880108.0800/
00032,19880108.0815/
00030,19880108.0830/
00030,19880108.0845/
00030,19880108.0900/
00030,19880108.0915/
00031,19880108.0930/
00032,19880108.0945/
00036,19880108.1000/
00036,19880108.1015/
00039,19880108.1030/
00039,19880108.1045/
00041,19880108.1100/
00042,19880108.1115/
00040,19880108.1130/
00040,19880108.1145/
00041,19880108.1200/
00043,19880108.1215/
00041,19880108.1230/
00044,19880108.1245/
00045,19880108.1300/
00049,19880108.1315/
00045,19880108.1330/
00046,19880108.1345/
00050,19880108.1400/
00048,19880108.1415/
00045,19880108.1430/
00048,19880108.1445/
00047,19880108.1500/
00049,19880108.1515/
00050,19880108.1530/
00050,19880108.1545/
00049,19880108.1600/
00050,19880108.1615/
00052,19880108.1630/
00051,19880108.1645/
00051,19880108.1700/
00054,19880108.1715/
00054,19880108.1730/
00057,19880108.1745/
00056,19880108.1800/
00057,19880108.1815/
00061,19880108.1830/
00061,19880108.1845/
00065,19880108.1900/
00063,19880108.1915/
00061,19880108.1930/
00065,19880108.1945/
00067,19880108.2000/
00071,19880108.2015/
00071,19880108.2030/
00072,19880108.2045/
00071,19880108.2100/
00072,19880108.2115/
00072,19880108.2130/
00072,19880108.2145/
00072,19880108.2200/
00070,19880108.2215/
00072,19880108.2230/
00073,19880108.2245/
00072,19880108.2300/
00079,19880108.2315/
00074,19880108.2330/
00076,19880108.2345/
00073,19880109.0000/
00071,19880109.0015/
00073,19880109.0030/
00066,19880109.0045/
00067,19880109.0100/
00068,19880109.0115/
00067,19880109.0130/
00066,19880109.0145/
00064,19880109.0200/
00061,19880109.0215/
00060,19880109.0230/
00062,19880109.0245/
00055,19880109.0300/
00055,19880109.0315/
00054,19880109.0330/
00049,19880109.0345/
00046,19880109.0400/
00042,19880109.0415/
00044,19880109.0430/
00041,19880109.0445/
00040,19880109.0500/
00041,19880109.0515/
00039,19880109.0530/
00037,19880109.0545/
00035,19880109.0600/
00033,19880109.0615/
00033,19880109.0630/
00033,19880109.0645/
00033,19880109.0700/
00034,19880109.0715/
00033,19880109.0730/
00035,19880109.0745/
00032,19880109.0800/
00032,19880109.0815/
00035,19880109.0830/
00035,19880109.0845/
00035,19880109.0900/
00038,19880109.0915/
00041,19880109.0930/
00042,19880109.0945/
00042,19880109.1000/
00042,19880109.1015/
00041,19880109.1030/
00044,19880109.1045/
00046,19880109.1100/
00045,19880109.1115/
00046,19880109.1130/
00048,19880109.1145/
00052,19880109.1200/
00053,19880109.1215/
00051,19880109.1230/
00050,19880109.1245/
00050,19880109.1300/
00049,19880109.1315/
00050,19880109.1330/
00054,19880109.1345/
00052,19880109.1400/
00052,19880109.1415/
00054,19880109.1430/
00055,19880109.1445/
00054,19880109.1500/
00053,19880109.1515/
00054,19880109.1530/
00055,19880109.1545/
00055,19880109.1600/
00056,19880109.1615/
00055,19880109.1630/
00056,19880109.1645/
00059,19880109.1700/
00058,19880109.1715/
00056,19880109.1730/
00059,19880109.1745/
00059,19880109.1800/
00059,19880109.1815/
00061,19880109.1830/
00063,19880109.1845/
00066,19880109.1900/
00067,19880109.1915/
00070,19880109.1930/
00065,19880109.1945/
00068,19880109.2000/
00068,19880109.2015/
00069,19880109.2030/
00071,19880109.2045/
00069,19880109.2100/
00075,19880109.2115/
00075,19880109.2130/
00075,19880109.2145/
00074,19880109.2200/
00076,19880109.2215/
00077,19880109.2230/
00072,19880109.2245/
00069,19880109.2300/
00077,19880109.2315/
00079,19880109.2330/
00079,19880109.2345/
00079,19880110.0000/
00079,19880110.0015/
00077,19880110.0030/
00076,19880110.0045/
00071,19880110.0100/
00071,19880110.0115/
00068,19880110.0130/
00067,19880110.0145/
00069,19880110.0200/
00069,19880110.0215/
00066,19880110.0230/
00065,19880110.0245/
00065,19880110.0300/
00061,19880110.0315/
00057,19880110.0330/
00055,19880110.0345/
00052,19880110.0400/
00052,19880110.0415/
00051,19880110.0430/
00046,19880110.0445/
00047,19880110.0500/
00046,19880110.0515/
00046,19880110.0530/
00044,19880110.0545/
00044,19880110.0600/
00043,19880110.0615/
00043,19880110.0630/
00038,19880110.0645/
00038,19880110.0700/
00041,19880110.0715/
00039,19880110.0730/
00040,19880110.0745/
00040,19880110.0800/
00043,19880110.0815/
00043,19880110.0830/
00043,19880110.0845/
00042,19880110.0900/
00043,19880110.0915/
00046,19880110.0930/
00046,19880110.0945/
00047,19880110.1000/
00051,19880110.1015/
00051,19880110.1030/
00052,19880110.1045/
00052,19880110.1100/
00054,19880110.1115/
00054,19880110.1130/
00055,19880110.1145/
00057,19880110.1200/
00058,19880110.1215/
00061,19880110.1230/
00062,19880110.1245/
00058,19880110.1300/
00060,19880110.1315/
00060,19880110.1330/
00063,19880110.1345/
00063,19880110.1400/
00062,19880110.1415/
00059,19880110.1430/
00059,19880110.1445/
00059,19880110.1500/
00060,19880110.1515/
00060,19880110.1530/
00059,19880110.1545/
00065,19880110.1600/
00065,19880110.1615/
00063,19880110.1630/
00064,19880110.1645/
00064,19880110.1700/
00065,19880110.1715/
00063,19880110.1730/
00064,19880110.1745/
00066,19880110.1800/
00066,19880110.1815/
00064,19880110.1830/
00067,19880110.1845/
00067,19880110.1900/
00067,19880110.1915/
00067,19880110.1930/
00069,19880110.1945/
00068,19880110.2000/
00068,19880110.2015/
00069,19880110.2030/
00071,19880110.2045/
00069,19880110.2100/
00072,19880110.2115/
00069,19880110.2130/
00070,19880110.2145/
00070,19880110.2200/
00072,19880110.2215/
00069,19880110.2230/
00070,19880110.2245/
00071,19880110.2300/
00073,19880110.2315/
00070,19880110.2330/
00069,19880110.2345/
00072,19880111.0000/
00072,19880111.0015/
00070,19880111.0030/
00070,19880111.0045/
00072,19880111.0100/
00069,19880111.0115/
00069,19880111.0130/
00067,19880111.0145/
00067,19880111.0200/
00067,19880111.0215/
00065,19880111.0230/
00064,19880111.0245/
00063,19880111.0300/
00059,19880111.0315/
00061,19880111.0330/
00058,19880111.0345/
00057,19880111.0400/
00055,19880111.0415/
00054,19880111.0430/
00052,19880111.0445/
00050,19880111.0500/
00049,19880111.0515/
00048,19880111.0530/
00047,19880111.0545/
00045,19880111.0600/
00046,19880111.0615/
00047,19880111.0630/
00045,19880111.0645/
00044,19880111.0700/
00044,19880111.0715/
00043,19880111.0730/
00044,19880111.0745/
00043,19880111.0800/
00045,19880111.0815/
00045,19880111.0830/
00047,19880111.0845/
00049,19880111.0900/
00048,19880111.0915/
00051,19880111.0930/
00053,19880111.0945/
00055,19880111.1000/
00057,19880111.1015/
00055,19880111.1030/
00055,19880111.1045/
00055,19880111.1100/
00056,19880111.1115/
00057,19880111.1130/
00055,19880111.1145/
00063,19880111.1200/
00061,19880111.1215/
00063,19880111.1230/
00069,19880111.1245/
00066,19880111.1300/
00067,19880111.1315/
00068,19880111.1330/
00062,19880111.1345/
00065,19880111.1400/
00067,19880111.1415/
00067,19880111.1430/
00071,19880111.1445/
00066,19880111.1500/
00068,19880111.1515/
00070,19880111.1530/
00073,19880111.1545/
00070,19880111.1600/
00068,19880111.1615/
00067,19880111.1630/
00069,19880111.1645/
00070,19880111.1700/
00067,19880111.1715/
00066,19880111.1730/
00072,19880111.1745/
00070,19880111.1800/
00069,19880111.1815/
00069,19880111.1830/
00067,19880111.1845/
00067,19880111.1900/
00068,19880111.1915/
00068,19880111.1930/
00067,19880111.1945/
00068,19880111.2000/
00067,19880111.2015/
00066,19880111.2030/
00067,19880111.2045/
00068,19880111.2100/
00067,19880111.2115/
00068,19880111.2130/
00068,19880111.2145/
00064,19880111.2200/
00063,19880111.2215/
00062,19880111.2230/
00062,19880111.2245/
00063,19880111.2300/
00066,19880111.2315/
00061,19880111.2330/
00065,19880111.2345/
00064,19880112.0000/
00062,19880112.0015/
00064,19880112.0030/
00061,19880112.0045/
00059,19880112.0100/
00060,19880112.0115/
00058,19880112.0130/
00062,19880112.0145/
00061,19880112.0200/
00057,19880112.0215/
00058,19880112.0230/
00058,19880112.0245/
00053,19880112.0300/
00051,19880112.0315/
00051,19880112.0330/
00051,19880112.0345/
00052,19880112.0400/
00050,19880112.0415/
00049,19880112.0430/
00051,19880112.0445/
00048,19880112.0500/
00046,19880112.0515/
00047,19880112.0530/
00045,19880112.0545/
00044,19880112.0600/
00045,19880112.0615/
00041,19880112.0630/
00042,19880112.0645/
00043,19880112.0700/
00044,19880112.0715/
00044,19880112.0730/
00047,19880112.0745/
00046,19880112.0800/
00046,19880112.0815/
00046,19880112.0830/
00045,19880112.0845/
00048,19880112.0900/
00046,19880112.0915/
00049,19880112.0930/
00056,19880112.0945/
00055,19880112.1000/
00059,19880112.1015/
00063,19880112.1030/
00060,19880112.1045/
00060,19880112.1100/
00059,19880112.1115/
00059,19880112.1130/
00063,19880112.1145/
00061,19880112.1200/
00059,19880112.1215/
00065,19880112.1230/
00067,19880112.1245/
00068,19880112.1300/
00069,19880112.1315/
00070,19880112.1330/
00079,19880112.1345/
00071,19880112.1400/
00067,19880112.1415/
00071,19880112.1430/
00068,19880112.1445/
00066,19880112.1500/
00070,19880112.1515/
00070,19880112.1530/
00071,19880112.1545/
00075,19880112.1600/
00076,19880112.1615/
00077,19880112.1630/
00074,19880112.1645/
00074,19880112.1700/
00073,19880112.1715/
00070,19880112.1730/
00069,19880112.1745/
00067,19880112.1800/
00069,19880112.1815/
00074,19880112.1830/
00073,19880112.1845/
00077,19880112.1900/
00074,19880112.1915/
00071,19880112.1930/
00072,19880112.1945/
00066,19880112.2000/
00064,19880112.2015/
00065,19880112.2030/
00065,19880112.2045/
00064,19880112.2100/
00064,19880112.2115/
00064,19880112.2130/
00068,19880112.2145/
00069,19880112.2200/
00062,19880112.2215/
00059,19880112.2230/
00058,19880112.2245/
00056,19880112.2300/
00056,19880112.2315/
00055,19880112.2330/
00059,19880112.2345/
00058,19880113.0000/
00058,19880113.0015/
00053,19880113.0030/
00051,19880113.0045/
00051,19880113.0100/
00052,19880113.0115/
00050,19880113.0130/
00050,19880113.0145/
00049,19880113.0200/
00046,19880113.0215/
00051,19880113.0230/
00050,19880113.0245/
00047,19880113.0300/
00047,19880113.0315/
00048,19880113.0330/
00049,19880113.0345/
00046,19880113.0400/
00041,19880113.0415/
00044,19880113.0430/
00047,19880113.0445/
00044,19880113.0500/
00044,19880113.0515/
00042,19880113.0530/
00044,19880113.0545/
00045,19880113.0600/
00045,19880113.0615/
00042,19880113.0630/
00042,19880113.0645/
00043,19880113.0700/
00042,19880113.0715/
00043,19880113.0730/
00044,19880113.0745/
00043,19880113.0800/
00045,19880113.0815/
00045,19880113.0830/
00045,19880113.0845/
00048,19880113.0900/
00050,19880113.0915/
00052,19880113.0930/
00054,19880113.0945/
