#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: PTBAR02_03_2002
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20020101 TO 20021231
#LOCATION: Barrack Street 02
#Station Status:  Updated
#Lat: -31.959694  Long: 115.85725
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle     which is   1.998   m below Benchmark   PWD BM A104   
#National Station ID:   NA
#Site Description: Located on jetty number 5 near ferry landing.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
   63,20020101.0530/
   62,20020101.0535/
   61,20020101.0540/
   61,20020101.0545/
   60,20020101.0550/
   59,20020101.0555/
   59,20020101.0600/
   58,20020101.0605/
   58,20020101.0610/
   57,20020101.0615/
   56,20020101.0620/
   56,20020101.0625/
   55,20020101.0630/
   54,20020101.0635/
   53,20020101.0640/
   53,20020101.0645/
   52,20020101.0650/
   51,20020101.0655/
   51,20020101.0700/
   50,20020101.0705/
   49,20020101.0710/
   49,20020101.0715/
   48,20020101.0720/
   47,20020101.0725/
   47,20020101.0730/
   46,20020101.0735/
   45,20020101.0740/
   45,20020101.0745/
   44,20020101.0750/
   43,20020101.0755/
   43,20020101.0800/
   42,20020101.0805/
   42,20020101.0810/
   41,20020101.0815/
   41,20020101.0820/
   40,20020101.0825/
   39,20020101.0830/
   39,20020101.0835/
   39,20020101.0840/
   38,20020101.0845/
   38,20020101.0850/
   37,20020101.0855/
   37,20020101.0900/
   37,20020101.0905/
   37,20020101.0910/
   36,20020101.0915/
   36,20020101.0920/
   35,20020101.0925/
   35,20020101.0930/
   34,20020101.0935/
   34,20020101.0940/
   33,20020101.0945/
   33,20020101.0950/
   33,20020101.0955/
   32,20020101.1000/
   32,20020101.1005/
   32,20020101.1010/
   32,20020101.1015/
   32,20020101.1020/
   32,20020101.1025/
   31,20020101.1030/
   32,20020101.1035/
   32,20020101.1040/
   32,20020101.1045/
   32,20020101.1050/
   32,20020101.1055/
   32,20020101.1100/
   32,20020101.1105/
   32,20020101.1110/
   32,20020101.1115/
   32,20020101.1120/
   32,20020101.1125/
   32,20020101.1130/
   32,20020101.1135/
   32,20020101.1140/
   32,20020101.1145/
   33,20020101.1150/
   33,20020101.1155/
   33,20020101.1200/
   34,20020101.1205/
   34,20020101.1210/
   34,20020101.1215/
   34,20020101.1220/
   35,20020101.1225/
   35,20020101.1230/
   36,20020101.1235/
   36,20020101.1240/
   36,20020101.1245/
   37,20020101.1250/
   37,20020101.1255/
   38,20020101.1300/
   38,20020101.1305/
   39,20020101.1310/
   39,20020101.1315/
   39,20020101.1320/
   40,20020101.1325/
   40,20020101.1330/
   40,20020101.1335/
   40,20020101.1340/
   41,20020101.1345/
   41,20020101.1350/
   41,20020101.1355/
   42,20020101.1400/
   42,20020101.1405/
   42,20020101.1410/
   43,20020101.1415/
   43,20020101.1420/
   44,20020101.1425/
   44,20020101.1430/
   44,20020101.1435/
   45,20020101.1440/
   45,20020101.1445/
   46,20020101.1450/
   46,20020101.1455/
   46,20020101.1500/
   46,20020101.1505/
   47,20020101.1510/
   47,20020101.1515/
   47,20020101.1520/
   48,20020101.1525/
   48,20020101.1530/
   48,20020101.1535/
   48,20020101.1540/
   49,20020101.1545/
   49,20020101.1550/
   49,20020101.1555/
   50,20020101.1600/
   50,20020101.1605/
   50,20020101.1610/
   50,20020101.1615/
   51,20020101.1620/
   51,20020101.1625/
   51,20020101.1630/
   52,20020101.1635/
   52,20020101.1640/
   52,20020101.1645/
   53,20020101.1650/
   53,20020101.1655/
   54,20020101.1700/
   55,20020101.1705/
   55,20020101.1710/
   56,20020101.1715/
   56,20020101.1720/
   57,20020101.1725/
   57,20020101.1730/
   57,20020101.1735/
   58,20020101.1740/
   58,20020101.1745/
   58,20020101.1750/
   59,20020101.1755/
   59,20020101.1800/
   60,20020101.1805/
   60,20020101.1810/
   61,20020101.1815/
   61,20020101.1820/
   62,20020101.1825/
   62,20020101.1830/
   63,20020101.1835/
   63,20020101.1840/
   63,20020101.1845/
   64,20020101.1850/
   65,20020101.1855/
   65,20020101.1900/
   66,20020101.1905/
   66,20020101.1910/
   66,20020101.1915/
   67,20020101.1920/
   67,20020101.1925/
   68,20020101.1930/
   68,20020101.1935/
   69,20020101.1940/
   69,20020101.1945/
   70,20020101.1950/
   70,20020101.1955/
   71,20020101.2000/
   71,20020101.2005/
   72,20020101.2010/
   72,20020101.2015/
   73,20020101.2020/
   73,20020101.2025/
   74,20020101.2030/
   75,20020101.2035/
   75,20020101.2040/
   76,20020101.2045/
   76,20020101.2050/
   77,20020101.2055/
   77,20020101.2100/
   78,20020101.2105/
   78,20020101.2110/
   79,20020101.2115/
   79,20020101.2120/
   79,20020101.2125/
   80,20020101.2130/
   81,20020101.2135/
   81,20020101.2140/
   82,20020101.2145/
   82,20020101.2150/
   83,20020101.2155/
   83,20020101.2200/
   84,20020101.2205/
   84,20020101.2210/
   85,20020101.2215/
   86,20020101.2220/
   86,20020101.2225/
   86,20020101.2230/
   86,20020101.2235/
   87,20020101.2240/
   87,20020101.2245/
   87,20020101.2250/
   88,20020101.2255/
   88,20020101.2300/
   89,20020101.2305/
   89,20020101.2310/
   90,20020101.2315/
   90,20020101.2320/
   90,20020101.2325/
   89,20020101.2330/
   90,20020101.2335/
   90,20020101.2340/
   90,20020101.2345/
   90,20020101.2350/
   91,20020101.2355/
   91,20020102.0000/
   92,20020102.0005/
   92,20020102.0010/
   92,20020102.0015/
   92,20020102.0020/
   92,20020102.0025/
   92,20020102.0030/
   92,20020102.0035/
   92,20020102.0040/
   92,20020102.0045/
   92,20020102.0050/
   92,20020102.0055/
   92,20020102.0100/
   92,20020102.0105/
   91,20020102.0110/
   91,20020102.0115/
   91,20020102.0120/
   90,20020102.0125/
   90,20020102.0130/
   90,20020102.0135/
   89,20020102.0140/
   89,20020102.0145/
   88,20020102.0150/
   88,20020102.0155/
   87,20020102.0200/
   87,20020102.0205/
   86,20020102.0210/
   86,20020102.0215/
   85,20020102.0220/
   85,20020102.0225/
   84,20020102.0230/
   84,20020102.0235/
   83,20020102.0240/
   82,20020102.0245/
   82,20020102.0250/
   81,20020102.0255/
   80,20020102.0300/
   80,20020102.0305/
   79,20020102.0310/
   79,20020102.0315/
   78,20020102.0320/
   78,20020102.0325/
   77,20020102.0330/
   77,20020102.0335/
   76,20020102.0340/
   76,20020102.0345/
   75,20020102.0350/
   74,20020102.0355/
   74,20020102.0400/
   73,20020102.0405/
   73,20020102.0410/
   72,20020102.0415/
   71,20020102.0420/
   71,20020102.0425/
   70,20020102.0430/
   69,20020102.0435/
   69,20020102.0440/
   68,20020102.0445/
   67,20020102.0450/
   67,20020102.0455/
   66,20020102.0500/
   65,20020102.0505/
   64,20020102.0510/
   64,20020102.0515/
   63,20020102.0520/
   63,20020102.0525/
   62,20020102.0530/
   61,20020102.0535/
   61,20020102.0540/
   60,20020102.0545/
   59,20020102.0550/
   58,20020102.0555/
   58,20020102.0600/
   57,20020102.0605/
   57,20020102.0610/
   56,20020102.0615/
   56,20020102.0620/
   55,20020102.0625/
   55,20020102.0630/
   54,20020102.0635/
   53,20020102.0640/
   53,20020102.0645/
   52,20020102.0650/
   52,20020102.0655/
   51,20020102.0700/
   50,20020102.0705/
   49,20020102.0710/
   49,20020102.0715/
   48,20020102.0720/
   47,20020102.0725/
   47,20020102.0730/
   46,20020102.0735/
   45,20020102.0740/
   45,20020102.0745/
   44,20020102.0750/
   44,20020102.0755/
   43,20020102.0800/
   42,20020102.0805/
   42,20020102.0810/
   41,20020102.0815/
   41,20020102.0820/
   40,20020102.0825/
   39,20020102.0830/
   39,20020102.0835/
   38,20020102.0840/
   38,20020102.0845/
   37,20020102.0850/
   37,20020102.0855/
   36,20020102.0900/
   36,20020102.0905/
   36,20020102.0910/
   36,20020102.0915/
   35,20020102.0920/
   35,20020102.0925/
   34,20020102.0930/
   34,20020102.0935/
   33,20020102.0940/
   33,20020102.0945/
   33,20020102.0950/
   33,20020102.0955/
   32,20020102.1000/
   32,20020102.1005/
   32,20020102.1010/
   32,20020102.1015/
   32,20020102.1020/
   32,20020102.1025/
   31,20020102.1030/
   30,20020102.1035/
   31,20020102.1040/
   30,20020102.1045/
   30,20020102.1050/
   30,20020102.1055/
   30,20020102.1100/
   30,20020102.1105/
   30,20020102.1110/
   30,20020102.1115/
   30,20020102.1120/
   30,20020102.1125/
   30,20020102.1130/
   30,20020102.1135/
   29,20020102.1140/
   30,20020102.1145/
   30,20020102.1150/
   30,20020102.1155/
   30,20020102.1200/
   30,20020102.1205/
   31,20020102.1210/
   31,20020102.1215/
   31,20020102.1220/
   32,20020102.1225/
   32,20020102.1230/
   32,20020102.1235/
   33,20020102.1240/
   33,20020102.1245/
   34,20020102.1250/
   34,20020102.1255/
   34,20020102.1300/
   35,20020102.1305/
   35,20020102.1310/
   36,20020102.1315/
   36,20020102.1320/
   36,20020102.1325/
   37,20020102.1330/
   38,20020102.1335/
   38,20020102.1340/
   39,20020102.1345/
   39,20020102.1350/
   40,20020102.1355/
   40,20020102.1400/
   40,20020102.1405/
   40,20020102.1410/
   40,20020102.1415/
   41,20020102.1420/
   41,20020102.1425/
   42,20020102.1430/
   42,20020102.1435/
   43,20020102.1440/
   43,20020102.1445/
   43,20020102.1450/
   43,20020102.1455/
   44,20020102.1500/
   44,20020102.1505/
   44,20020102.1510/
   45,20020102.1515/
   45,20020102.1520/
   46,20020102.1525/
   46,20020102.1530/
   46,20020102.1535/
   47,20020102.1540/
   47,20020102.1545/
   48,20020102.1550/
   48,20020102.1555/
   48,20020102.1600/
   49,20020102.1605/
   49,20020102.1610/
   50,20020102.1615/
   50,20020102.1620/
   50,20020102.1625/
   50,20020102.1630/
   50,20020102.1635/
   51,20020102.1640/
   51,20020102.1645/
   52,20020102.1650/
   52,20020102.1655/
   52,20020102.1700/
   52,20020102.1705/
   53,20020102.1710/
   53,20020102.1715/
   53,20020102.1720/
   54,20020102.1725/
   54,20020102.1730/
   55,20020102.1735/
   55,20020102.1740/
   55,20020102.1745/
   56,20020102.1750/
   57,20020102.1755/
   58,20020102.1800/
   58,20020102.1805/
   58,20020102.1810/
   59,20020102.1815/
   60,20020102.1820/
   60,20020102.1825/
   61,20020102.1830/
   61,20020102.1835/
   62,20020102.1840/
   62,20020102.1845/
   63,20020102.1850/
   63,20020102.1855/
   63,20020102.1900/
   64,20020102.1905/
   64,20020102.1910/
   64,20020102.1915/
   65,20020102.1920/
   65,20020102.1925/
   66,20020102.1930/
   66,20020102.1935/
   66,20020102.1940/
   67,20020102.1945/
   67,20020102.1950/
   68,20020102.1955/
   68,20020102.2000/
   69,20020102.2005/
   69,20020102.2010/
   70,20020102.2015/
   70,20020102.2020/
   70,20020102.2025/
   71,20020102.2030/
   71,20020102.2035/
   72,20020102.2040/
   72,20020102.2045/
   73,20020102.2050/
   73,20020102.2055/
   74,20020102.2100/
   74,20020102.2105/
   75,20020102.2110/
   75,20020102.2115/
   76,20020102.2120/
   76,20020102.2125/
   77,20020102.2130/
   77,20020102.2135/
   78,20020102.2140/
   78,20020102.2145/
   79,20020102.2150/
   79,20020102.2155/
   80,20020102.2200/
   80,20020102.2205/
   81,20020102.2210/
   81,20020102.2215/
   82,20020102.2220/
   82,20020102.2225/
   83,20020102.2230/
   83,20020102.2235/
   83,20020102.2240/
   84,20020102.2245/
   84,20020102.2250/
   84,20020102.2255/
   84,20020102.2300/
   85,20020102.2305/
   85,20020102.2310/
   85,20020102.2315/
   86,20020102.2320/
   86,20020102.2325/
   86,20020102.2330/
   87,20020102.2335/
   87,20020102.2340/
   88,20020102.2345/
   88,20020102.2350/
   88,20020102.2355/
   89,20020103.0000/
   89,20020103.0005/
   89,20020103.0010/
   90,20020103.0015/
   90,20020103.0020/
   90,20020103.0025/
   90,20020103.0030/
   90,20020103.0035/
   91,20020103.0040/
   91,20020103.0045/
   91,20020103.0050/
   92,20020103.0055/
   92,20020103.0100/
   92,20020103.0105/
   92,20020103.0110/
   92,20020103.0115/
   92,20020103.0120/
   92,20020103.0125/
   91,20020103.0130/
   91,20020103.0135/
   91,20020103.0140/
   90,20020103.0145/
   90,20020103.0150/
   90,20020103.0155/
   89,20020103.0200/
   89,20020103.0205/
   89,20020103.0210/
   88,20020103.0215/
   88,20020103.0220/
   87,20020103.0225/
   87,20020103.0230/
   87,20020103.0235/
   86,20020103.0240/
   86,20020103.0245/
   86,20020103.0250/
   85,20020103.0255/
   85,20020103.0300/
   84,20020103.0305/
   84,20020103.0310/
   84,20020103.0315/
   83,20020103.0320/
   83,20020103.0325/
   82,20020103.0330/
   82,20020103.0335/
   81,20020103.0340/
   81,20020103.0345/
   80,20020103.0350/
   79,20020103.0355/
   79,20020103.0400/
   78,20020103.0405/
   77,20020103.0410/
   77,20020103.0415/
   76,20020103.0420/
   76,20020103.0425/
   75,20020103.0430/
   74,20020103.0435/
   74,20020103.0440/
   73,20020103.0445/
   72,20020103.0450/
   72,20020103.0455/
   71,20020103.0500/
   71,20020103.0505/
   70,20020103.0510/
   70,20020103.0515/
   69,20020103.0520/
   69,20020103.0525/
   68,20020103.0530/
   67,20020103.0535/
   67,20020103.0540/
   66,20020103.0545/
   65,20020103.0550/
   65,20020103.0555/
   64,20020103.0600/
   64,20020103.0605/
   63,20020103.0610/
   63,20020103.0615/
   62,20020103.0620/
   62,20020103.0625/
   61,20020103.0630/
   61,20020103.0635/
   60,20020103.0640/
   60,20020103.0645/
   59,20020103.0650/
   58,20020103.0655/
   58,20020103.0700/
   57,20020103.0705/
   57,20020103.0710/
   56,20020103.0715/
   55,20020103.0720/
   55,20020103.0725/
   54,20020103.0730/
   54,20020103.0735/
   53,20020103.0740/
   53,20020103.0745/
   52,20020103.0750/
   51,20020103.0755/
   51,20020103.0800/
   50,20020103.0805/
   50,20020103.0810/
   49,20020103.0815/
   49,20020103.0820/
   48,20020103.0825/
   48,20020103.0830/
   48,20020103.0835/
   47,20020103.0840/
   47,20020103.0845/
   46,20020103.0850/
   46,20020103.0855/
   46,20020103.0900/
   45,20020103.0905/
   45,20020103.0910/
   45,20020103.0915/
   44,20020103.0920/
   44,20020103.0925/
   43,20020103.0930/
   43,20020103.0935/
   43,20020103.0940/
   42,20020103.0945/
   42,20020103.0950/
   42,20020103.0955/
   42,20020103.1000/
   41,20020103.1005/
   41,20020103.1010/
   41,20020103.1015/
   41,20020103.1020/
   40,20020103.1025/
   40,20020103.1030/
   40,20020103.1035/
   40,20020103.1040/
   40,20020103.1045/
   40,20020103.1050/
   39,20020103.1055/
   39,20020103.1100/
   39,20020103.1105/
   39,20020103.1110/
   39,20020103.1115/
   39,20020103.1120/
   39,20020103.1125/
   40,20020103.1130/
   40,20020103.1135/
   40,20020103.1140/
   40,20020103.1145/
   40,20020103.1150/
   40,20020103.1155/
   40,20020103.1200/
   40,20020103.1205/
   40,20020103.1210/
   40,20020103.1215/
   40,20020103.1220/
   40,20020103.1225/
   40,20020103.1230/
   40,20020103.1235/
   40,20020103.1240/
   41,20020103.1245/
   41,20020103.1250/
   41,20020103.1255/
   41,20020103.1300/
   42,20020103.1305/
   42,20020103.1310/
   43,20020103.1315/
   43,20020103.1320/
   44,20020103.1325/
   44,20020103.1330/
   44,20020103.1335/
   45,20020103.1340/
   45,20020103.1345/
   46,20020103.1350/
   46,20020103.1355/
   46,20020103.1400/
   47,20020103.1405/
   47,20020103.1410/
   48,20020103.1415/
   48,20020103.1420/
   48,20020103.1425/
   49,20020103.1430/
   49,20020103.1435/
   49,20020103.1440/
   50,20020103.1445/
   50,20020103.1450/
   50,20020103.1455/
   51,20020103.1500/
   51,20020103.1505/
   52,20020103.1510/
   52,20020103.1515/
   52,20020103.1520/
   52,20020103.1525/
   53,20020103.1530/
   53,20020103.1535/
   54,20020103.1540/
   54,20020103.1545/
   54,20020103.1550/
   54,20020103.1555/
   55,20020103.1600/
   55,20020103.1605/
   55,20020103.1610/
   56,20020103.1615/
   56,20020103.1620/
   57,20020103.1625/
   57,20020103.1630/
   57,20020103.1635/
   58,20020103.1640/
   58,20020103.1645/
   58,20020103.1650/
   58,20020103.1655/
   59,20020103.1700/
   59,20020103.1705/
   60,20020103.1710/
   60,20020103.1715/
   60,20020103.1720/
   61,20020103.1725/
   61,20020103.1730/
   61,20020103.1735/
   62,20020103.1740/
   62,20020103.1745/
   62,20020103.1750/
   62,20020103.1755/
   62,20020103.1800/
   62,20020103.1805/
   63,20020103.1810/
   63,20020103.1815/
   64,20020103.1820/
   64,20020103.1825/
   65,20020103.1830/
   65,20020103.1835/
   66,20020103.1840/
   66,20020103.1845/
   67,20020103.1850/
   67,20020103.1855/
   67,20020103.1900/
   68,20020103.1905/
   68,20020103.1910/
   68,20020103.1915/
   69,20020103.1920/
   70,20020103.1925/
   70,20020103.1930/
   70,20020103.1935/
   71,20020103.1940/
   72,20020103.1945/
   72,20020103.1950/
   72,20020103.1955/
   72,20020103.2000/
   73,20020103.2005/
   73,20020103.2010/
   74,20020103.2015/
   74,20020103.2020/
   75,20020103.2025/
   75,20020103.2030/
   75,20020103.2035/
   76,20020103.2040/
   76,20020103.2045/
   76,20020103.2050/
   76,20020103.2055/
   77,20020103.2100/
   78,20020103.2105/
   78,20020103.2110/
   78,20020103.2115/
   79,20020103.2120/
   79,20020103.2125/
   80,20020103.2130/
   80,20020103.2135/
   80,20020103.2140/
   80,20020103.2145/
   81,20020103.2150/
   82,20020103.2155/
   82,20020103.2200/
   83,20020103.2205/
   83,20020103.2210/
   83,20020103.2215/
   84,20020103.2220/
   84,20020103.2225/
   84,20020103.2230/
   85,20020103.2235/
   85,20020103.2240/
   85,20020103.2245/
   86,20020103.2250/
   86,20020103.2255/
   87,20020103.2300/
   87,20020103.2305/
   88,20020103.2310/
   88,20020103.2315/
   88,20020103.2320/
   88,20020103.2325/
   89,20020103.2330/
   89,20020103.2335/
   89,20020103.2340/
   90,20020103.2345/
   90,20020103.2350/
   90,20020103.2355/
   90,20020104.0000/
   91,20020104.0005/
   91,20020104.0010/
   91,20020104.0015/
   91,20020104.0020/
   92,20020104.0025/
   92,20020104.0030/
   92,20020104.0035/
   92,20020104.0040/
   93,20020104.0045/
   93,20020104.0050/
   93,20020104.0055/
   93,20020104.0100/
   93,20020104.0105/
   94,20020104.0110/
   94,20020104.0115/
   94,20020104.0120/
   94,20020104.0125/
   94,20020104.0130/
   95,20020104.0135/
   95,20020104.0140/
   95,20020104.0145/
   95,20020104.0150/
   94,20020104.0155/
   94,20020104.0200/
   95,20020104.0205/
   94,20020104.0210/
   94,20020104.0215/
   94,20020104.0220/
   94,20020104.0225/
   94,20020104.0230/
   94,20020104.0235/
   94,20020104.0240/
   94,20020104.0245/
   93,20020104.0250/
   93,20020104.0255/
   93,20020104.0300/
   93,20020104.0305/
   93,20020104.0310/
   93,20020104.0315/
   92,20020104.0320/
   92,20020104.0325/
   92,20020104.0330/
   91,20020104.0335/
   91,20020104.0340/
   91,20020104.0345/
   90,20020104.0350/
   90,20020104.0355/
   89,20020104.0400/
   89,20020104.0405/
   88,20020104.0410/
   88,20020104.0415/
   87,20020104.0420/
   87,20020104.0425/
   87,20020104.0430/
   86,20020104.0435/
   85,20020104.0440/
   85,20020104.0445/
   84,20020104.0450/
   83,20020104.0455/
   83,20020104.0500/
   82,20020104.0505/
   82,20020104.0510/
   82,20020104.0515/
   81,20020104.0520/
   81,20020104.0525/
   81,20020104.0530/
   80,20020104.0535/
   80,20020104.0540/
   79,20020104.0545/
   78,20020104.0550/
   78,20020104.0555/
   77,20020104.0600/
   77,20020104.0605/
   76,20020104.0610/
   76,20020104.0615/
   76,20020104.0620/
   75,20020104.0625/
   75,20020104.0630/
   75,20020104.0635/
   74,20020104.0640/
   74,20020104.0645/
   73,20020104.0650/
   73,20020104.0655/
   72,20020104.0700/
   72,20020104.0705/
   71,20020104.0710/
   70,20020104.0715/
   70,20020104.0720/
   69,20020104.0725/
   69,20020104.0730/
   68,20020104.0735/
   68,20020104.0740/
   67,20020104.0745/
   67,20020104.0750/
   66,20020104.0755/
   66,20020104.0800/
   66,20020104.0805/
   66,20020104.0810/
   66,20020104.0815/
   65,20020104.0820/
   65,20020104.0825/
   64,20020104.0830/
   64,20020104.0835/
   64,20020104.0840/
   63,20020104.0845/
   62,20020104.0850/
   62,20020104.0855/
   62,20020104.0900/
   61,20020104.0905/
   61,20020104.0910/
   61,20020104.0915/
   61,20020104.0920/
   61,20020104.0925/
   60,20020104.0930/
   60,20020104.0935/
   59,20020104.0940/
   59,20020104.0945/
   59,20020104.0950/
   58,20020104.0955/
   58,20020104.1000/
   58,20020104.1005/
   57,20020104.1010/
   57,20020104.1015/
   57,20020104.1020/
   56,20020104.1025/
   56,20020104.1030/
   56,20020104.1035/
   55,20020104.1040/
   55,20020104.1045/
   55,20020104.1050/
   55,20020104.1055/
   55,20020104.1100/
   55,20020104.1105/
   55,20020104.1110/
   55,20020104.1115/
   54,20020104.1120/
   54,20020104.1125/
   54,20020104.1130/
   53,20020104.1135/
   53,20020104.1140/
   53,20020104.1145/
   53,20020104.1150/
   53,20020104.1155/
   53,20020104.1200/
   54,20020104.1205/
   54,20020104.1210/
   53,20020104.1215/
   53,20020104.1220/
   53,20020104.1225/
   53,20020104.1230/
   53,20020104.1235/
   53,20020104.1240/
   53,20020104.1245/
   53,20020104.1250/
   53,20020104.1255/
   53,20020104.1300/
   53,20020104.1305/
   54,20020104.1310/
   54,20020104.1315/
   54,20020104.1320/
   55,20020104.1325/
   56,20020104.1330/
   56,20020104.1335/
   57,20020104.1340/
   57,20020104.1345/
   57,20020104.1350/
   58,20020104.1355/
   58,20020104.1400/
   59,20020104.1405/
   58,20020104.1410/
   59,20020104.1415/
   60,20020104.1420/
   60,20020104.1425/
   60,20020104.1430/
   60,20020104.1435/
   60,20020104.1440/
   61,20020104.1445/
   61,20020104.1450/
   61,20020104.1455/
   62,20020104.1500/
   62,20020104.1505/
   62,20020104.1510/
   62,20020104.1515/
   62,20020104.1520/
   63,20020104.1525/
   63,20020104.1530/
   63,20020104.1535/
   64,20020104.1540/
   64,20020104.1545/
   65,20020104.1550/
   65,20020104.1555/
   65,20020104.1600/
   66,20020104.1605/
   66,20020104.1610/
   66,20020104.1615/
   66,20020104.1620/
   66,20020104.1625/
   67,20020104.1630/
   68,20020104.1635/
   68,20020104.1640/
   69,20020104.1645/
   68,20020104.1650/
   69,20020104.1655/
   69,20020104.1700/
   70,20020104.1705/
   70,20020104.1710/
   70,20020104.1715/
   70,20020104.1720/
   70,20020104.1725/
   70,20020104.1730/
   71,20020104.1735/
   71,20020104.1740/
   72,20020104.1745/
   72,20020104.1750/
   72,20020104.1755/
   72,20020104.1800/
   72,20020104.1805/
   73,20020104.1810/
   73,20020104.1815/
   73,20020104.1820/
   73,20020104.1825/
   74,20020104.1830/
   75,20020104.1835/
   75,20020104.1840/
   75,20020104.1845/
   76,20020104.1850/
   76,20020104.1855/
   77,20020104.1900/
   77,20020104.1905/
   78,20020104.1910/
   78,20020104.1915/
   78,20020104.1920/
   79,20020104.1925/
   79,20020104.1930/
   79,20020104.1935/
   79,20020104.1940/
   79,20020104.1945/
   79,20020104.1950/
   79,20020104.1955/
   79,20020104.2000/
   79,20020104.2005/
   79,20020104.2010/
   80,20020104.2015/
   80,20020104.2020/
   80,20020104.2025/
   80,20020104.2030/
   81,20020104.2035/
   81,20020104.2040/
   82,20020104.2045/
   82,20020104.2050/
   82,20020104.2055/
   82,20020104.2100/
   82,20020104.2105/
   83,20020104.2110/
   83,20020104.2115/
   83,20020104.2120/
   83,20020104.2125/
   84,20020104.2130/
   84,20020104.2135/
   84,20020104.2140/
   85,20020104.2145/
   85,20020104.2150/
   85,20020104.2155/
   86,20020104.2200/
   86,20020104.2205/
   86,20020104.2210/
   86,20020104.2215/
   86,20020104.2220/
   87,20020104.2225/
   87,20020104.2230/
   87,20020104.2235/
   88,20020104.2240/
   88,20020104.2245/
   88,20020104.2250/
   87,20020104.2255/
   87,20020104.2300/
   87,20020104.2305/
   87,20020104.2310/
   87,20020104.2315/
   87,20020104.2320/
   88,20020104.2325/
   88,20020104.2330/
   88,20020104.2335/
   88,20020104.2340/
   88,20020104.2345/
   89,20020104.2350/
   89,20020104.2355/
   89,20020105.0000/
   89,20020105.0005/
   89,20020105.0010/
   89,20020105.0015/
   90,20020105.0020/
   90,20020105.0025/
   90,20020105.0030/
   90,20020105.0035/
   89,20020105.0040/
   90,20020105.0045/
   90,20020105.0050/
   90,20020105.0055/
   90,20020105.0100/
   90,20020105.0105/
   90,20020105.0110/
   90,20020105.0115/
   90,20020105.0120/
   90,20020105.0125/
   90,20020105.0130/
   90,20020105.0135/
   89,20020105.0140/
   89,20020105.0145/
   88,20020105.0150/
   88,20020105.0155/
   88,20020105.0200/
   87,20020105.0205/
   87,20020105.0210/
   86,20020105.0215/
   86,20020105.0220/
   85,20020105.0225/
   85,20020105.0230/
   85,20020105.0235/
   85,20020105.0240/
   85,20020105.0245/
   84,20020105.0250/
   84,20020105.0255/
   84,20020105.0300/
   84,20020105.0305/
   84,20020105.0310/
   83,20020105.0315/
   83,20020105.0320/
   83,20020105.0325/
   83,20020105.0330/
   83,20020105.0335/
   83,20020105.0340/
   82,20020105.0345/
   82,20020105.0350/
   82,20020105.0355/
   81,20020105.0400/
